Record_ID,Date,Zone,Area,Mode_of_Transportation,Income_Group,Service_Coverage,Travel_Time_min,Mobility_Access_Score,Latitude,Longitude
690,2025-07-19,Central,MG Road,Car,Middle Income,57.83,24.67,61.3,12.972034,77.605424
607,2025-07-19,Central,MG Road,Scooter,Low Income,55.64,47.11,44.17,12.97383,77.602294
299,2025-07-19,East,Indiranagar,Bike,Middle Income,59.42,36.4,53.71,12.977002,77.638057
96,2025-07-19,East,Marathahalli,Scooter,Low Income,50.51,58.8,33.26,12.963984,77.698693
38,2025-07-19,East,Whitefield,Bike,Low Income,47.71,51.96,36.74,12.975562,77.744329
627,2025-07-19,West,Vijayanagar,Scooter,Middle Income,59.25,44.01,48.19,12.979623,77.543163
678,2025-07-21,Central,MG Road,Bike,Middle Income,79.53,44.38,58.07,12.978306,77.604484
388,2025-07-21,East,Indiranagar,Car,Middle Income,63.92,39.72,53.59,12.982233,77.636633
417,2025-07-21,South,HSR Layout,Car,Low Income,55.73,43.99,46.45,12.911368,77.631155
708,2025-07-21,West,Rajajinagar,Scooter,Middle Income,52.47,53.62,37.94,12.985136,77.556039
372,2025-07-22,South,Koramangala,Bus,High Income,73.74,44.99,54.73,12.940365,77.627773
868,2025-07-23,North,Hebbal,Car,Low Income,43.18,47.26,37.83,13.04297,77.603137
340,2025-07-23,West,Vijayanagar,Metro,Low Income,54.51,30.35,55.58,12.968629,77.548051
86,2025-07-24,East,Marathahalli,Scooter,Middle Income,62.7,47.31,47.56,12.953902,77.698156
139,2025-07-24,North,Hebbal,Car,Middle Income,62.92,36.35,55.49,13.030356,77.604185
422,2025-07-25,Central,Richmond Town,Car,Middle Income,69.67,40.51,55.9,12.958377,77.607385
414,2025-07-25,South,Jayanagar,Bus,Middle Income,60.39,35.78,54.64,12.924194,77.588332
526,2025-07-26,North,Malleshwaram,Scooter,Middle Income,57.36,38.69,51.05,13.003176,77.55778
318,2025-07-26,West,Vijayanagar,Bus,Middle Income,60.02,41.07,50.67,12.96946,77.540341
566,2025-07-27,West,Vijayanagar,Bus,Middle Income,56.44,39.04,50.34,12.97617,77.5402
730,2025-07-28,Central,Shivajinagar,Bike,Middle Income,58.69,35.06,54.3,12.990307,77.604138
514,2025-07-28,North,Yelahanka,Scooter,Low Income,36.28,38.99,40.29,13.102982,77.592327
578,2025-07-28,South,Jayanagar,Scooter,High Income,65.2,37.0,56.17,12.925165,77.589645
114,2025-07-29,East,Marathahalli,Metro,High Income,75.24,54.32,48.82,12.963074,77.69929
624,2025-07-29,North,Hebbal,Bus,Middle Income,63.68,45.56,49.3,13.034107,77.600658
676,2025-07-29,South,HSR Layout,Metro,Low Income,53.14,50.4,40.57,12.914413,77.634432
431,2025-07-29,West,Nagarbhavi,Bus,Middle Income,62.04,53.71,42.65,12.95547,77.508263
793,2025-07-30,Central,MG Road,Metro,Middle Income,67.11,37.62,56.69,12.974292,77.602003
801,2025-07-30,Central,Shivajinagar,Car,High Income,75.99,28.18,67.87,12.982879,77.610323
63,2025-07-30,East,Whitefield,Bike,Low Income,43.14,38.09,44.36,12.971732,77.742309
260,2025-07-30,East,Whitefield,Bike,High Income,69.29,34.12,60.27,12.962747,77.743111
28,2025-07-30,South,HSR Layout,Scooter,Middle Income,64.68,50.53,46.25,12.904703,77.646049
237,2025-07-31,West,Nagarbhavi,Metro,Middle Income,63.83,46.15,48.95,12.949973,77.504493
81,2025-08-02,Central,MG Road,Bus,Low Income,71.27,34.57,60.95,12.980959,77.608037
132,2025-08-02,East,Marathahalli,Car,Middle Income,66.16,36.1,57.3,12.956975,77.704206
788,2025-08-02,East,Whitefield,Car,Middle Income,64.95,32.54,59.23,12.976596,77.75145
35,2025-08-02,West,Nagarbhavi,Bike,Middle Income,50.92,45.34,43.07,12.964213,77.503801
247,2025-08-02,West,Rajajinagar,Bike,Middle Income,56.35,30.58,56.33,12.997785,77.554216
945,2025-08-03,Central,MG Road,Scooter,High Income,72.55,31.81,63.56,12.972927,77.612052
940,2025-08-03,East,Whitefield,Bike,Low Income,43.68,52.02,34.69,12.96373,77.747244
184,2025-08-03,East,Whitefield,Metro,Low Income,64.65,33.91,58.1,12.975131,77.748405
809,2025-08-03,West,Rajajinagar,Car,High Income,45.13,45.18,40.29,12.990241,77.55385
281,2025-08-03,West,Vijayanagar,Bike,Low Income,47.99,48.65,39.24,12.970981,77.544866
571,2025-08-04,East,Whitefield,Scooter,Middle Income,67.68,48.73,49.04,12.969114,77.747259
751,2025-08-04,North,Hebbal,Metro,Low Income,70.65,35.53,59.95,13.035844,77.589958
425,2025-08-04,North,Malleshwaram,Scooter,Low Income,57.17,37.15,52.05,13.000883,77.565052
466,2025-08-04,South,Jayanagar,Car,Middle Income,61.45,32.62,57.42,12.936405,77.585664
823,2025-08-04,West,Vijayanagar,Metro,Middle Income,78.28,40.22,60.41,12.965365,77.544032
160,2025-08-05,Central,MG Road,Bike,Middle Income,62.69,31.72,58.69,12.977076,77.610662
10,2025-08-05,Central,Richmond Town,Bus,Middle Income,70.68,39.49,57.13,12.953468,77.595686
163,2025-08-05,East,Marathahalli,Bus,High Income,65.19,24.24,65.28,12.952274,77.70374
594,2025-08-05,East,Whitefield,Scooter,Low Income,60.35,41.86,50.28,12.972615,77.75064
706,2025-08-07,Central,Richmond Town,Scooter,Middle Income,71.4,42.88,55.07,12.959628,77.598646
609,2025-08-07,North,Yelahanka,Bus,Middle Income,73.55,42.72,56.26,13.102072,77.597216
648,2025-08-08,Central,MG Road,Bus,High Income,61.32,38.66,53.04,12.978641,77.606575
463,2025-08-08,East,Indiranagar,Metro,Low Income,65.4,39.16,54.73,12.970482,77.63332
146,2025-08-08,East,Indiranagar,Scooter,Middle Income,54.84,43.49,46.35,12.984474,77.642639
334,2025-08-09,Central,Shivajinagar,Car,High Income,88.85,30.19,72.86,12.98729,77.608551
355,2025-08-09,North,Hebbal,Bike,Middle Income,41.73,58.83,28.84,13.040656,77.594577
456,2025-08-09,North,Hebbal,Scooter,Low Income,43.19,54.07,32.97,13.029135,77.594517
459,2025-08-09,South,HSR Layout,Car,Low Income,49.53,36.07,49.0,12.91623,77.639037
271,2025-08-09,West,Rajajinagar,Metro,Middle Income,46.99,43.78,42.23,12.987269,77.557662
441,2025-08-10,East,Indiranagar,Bike,Middle Income,79.6,42.79,59.23,12.981047,77.641742
447,2025-08-10,East,Indiranagar,Scooter,Low Income,59.86,28.61,59.5,12.985202,77.637182
20,2025-08-10,West,Nagarbhavi,Bus,Middle Income,63.19,35.26,56.41,12.962142,77.503396
276,2025-08-10,West,Vijayanagar,Metro,Low Income,55.68,34.72,53.04,12.974635,77.541378
968,2025-08-11,Central,Richmond Town,Car,Middle Income,57.82,31.29,56.56,12.962324,77.606421
972,2025-08-11,North,Malleshwaram,Scooter,Low Income,59.09,32.64,56.23,13.000957,77.558826
24,2025-08-11,North,Yelahanka,Bus,Middle Income,60.11,45.03,47.89,13.097881,77.598573
244,2025-08-11,West,Rajajinagar,Scooter,Middle Income,64.59,45.43,49.85,12.983944,77.546871
392,2025-08-12,Central,Richmond Town,Bike,Middle Income,75.59,40.34,58.98,12.957085,77.605585
621,2025-08-12,Central,Richmond Town,Bus,Middle Income,76.2,32.04,65.21,12.96896,77.597129
185,2025-08-13,Central,Shivajinagar,Scooter,Low Income,59.04,55.97,39.54,12.983189,77.611198
591,2025-08-13,East,Whitefield,Scooter,Middle Income,69.96,39.24,56.95,12.972362,77.745244
439,2025-08-13,South,HSR Layout,Bus,Low Income,67.26,42.14,53.53,12.912067,77.633423
948,2025-08-14,Central,Richmond Town,Metro,Middle Income,68.83,49.45,49.09,12.953911,77.604388
732,2025-08-14,East,Whitefield,Bike,Middle Income,68.41,46.56,50.94,12.971756,77.742506
254,2025-08-15,Central,Richmond Town,Bike,Middle Income,67.27,54.56,44.66,12.960425,77.600822
562,2025-08-15,North,Hebbal,Car,Middle Income,47.12,47.34,39.74,13.031006,77.60329
957,2025-08-15,South,HSR Layout,Scooter,Low Income,39.71,47.92,35.63,12.915151,77.640552
345,2025-08-16,Central,MG Road,Bike,Middle Income,62.03,56.4,40.73,12.970412,77.611873
652,2025-08-16,South,HSR Layout,Scooter,High Income,69.3,31.84,61.91,12.906576,77.637253
994,2025-08-17,Central,Shivajinagar,Car,Middle Income,70.39,32.11,62.25,12.993059,77.597167
577,2025-08-17,North,Malleshwaram,Bus,Middle Income,66.32,39.82,54.71,13.010618,77.566543
585,2025-08-18,North,Yelahanka,Metro,Middle Income,74.85,34.89,62.51,13.102467,77.593285
40,2025-08-19,Central,Richmond Town,Metro,Middle Income,81.4,31.06,68.51,12.967061,77.602763
824,2025-08-19,East,Indiranagar,Scooter,Low Income,64.03,27.73,62.2,12.972095,77.637993
45,2025-08-20,East,Indiranagar,Bike,Middle Income,58.85,43.37,48.45,12.983166,77.646694
976,2025-08-20,South,Koramangala,Bus,Middle Income,65.91,36.9,56.6,12.934497,77.620363
568,2025-08-21,East,Whitefield,Scooter,Middle Income,64.83,54.02,43.83,12.963595,77.754692
288,2025-08-21,West,Rajajinagar,Bike,Middle Income,46.35,37.56,46.34,12.999101,77.546245
178,2025-08-22,Central,Shivajinagar,Car,Middle Income,72.09,42.85,55.43,12.981651,77.602172
172,2025-08-22,East,Marathahalli,Metro,Low Income,59.93,38.04,52.8,12.953047,77.691467
760,2025-08-22,West,Nagarbhavi,Bike,Middle Income,56.91,42.93,47.79,12.961555,77.517448
517,2025-08-22,West,Vijayanagar,Metro,Low Income,44.28,52.18,34.87,12.964576,77.537265
246,2025-08-23,Central,MG Road,Bike,Low Income,62.52,32.05,58.37,12.969379,77.607263
8,2025-08-23,Central,Richmond Town,Metro,Middle Income,54.2,53.47,38.91,12.957218,77.599828
264,2025-08-24,Central,Richmond Town,Car,Middle Income,77.45,34.55,64.05,12.963845,77.593316
939,2025-08-24,Central,Richmond Town,Car,Middle Income,62.36,34.14,56.8,12.961634,77.594074
490,2025-08-24,East,Marathahalli,Metro,Low Income,64.41,35.25,57.02,12.956422,77.693843
170,2025-08-24,South,HSR Layout,Car,Low Income,57.86,25.9,60.43,12.910885,77.643588
829,2025-08-25,North,Malleshwaram,Bike,Low Income,47.76,43.23,43.0,13.001517,77.560346
68,2025-08-25,North,Yelahanka,Car,Middle Income,55.7,49.39,42.58,13.095106,77.598526
270,2025-08-25,South,HSR Layout,Car,Middle Income,71.08,35.33,60.31,12.903667,77.646883
967,2025-08-25,South,Koramangala,Scooter,Middle Income,51.71,46.93,42.33,12.932792,77.629574
174,2025-08-25,West,Rajajinagar,Bike,Middle Income,65.29,53.2,44.64,12.996231,77.554943
408,2025-08-26,North,Hebbal,Car,Middle Income,69.75,23.88,67.82,13.041381,77.594171
916,2025-08-26,North,Malleshwaram,Bike,Middle Income,65.43,41.52,53.05,13.003864,77.558322
113,2025-08-26,North,Yelahanka,Scooter,Middle Income,56.21,46.23,45.09,13.107608,77.591544
50,2025-08-26,South,Koramangala,Metro,Middle Income,78.78,28.75,68.85,12.936175,77.62531
934,2025-08-26,West,Rajajinagar,Scooter,Low Income,45.76,46.46,39.69,12.991227,77.559761
587,2025-08-27,North,Malleshwaram,Bike,Middle Income,63.71,31.53,59.33,13.001325,77.560372
293,2025-08-27,South,Koramangala,Scooter,High Income,65.35,43.48,51.62,12.941114,77.62072
770,2025-08-28,East,Whitefield,Bike,Middle Income,57.63,45.89,46.04,12.966944,77.751279
376,2025-08-28,East,Whitefield,Scooter,Low Income,48.9,44.18,42.89,12.966632,77.749849
383,2025-08-28,North,Malleshwaram,Scooter,High Income,57.57,43.9,47.43,13.006063,77.557748
208,2025-08-28,North,Yelahanka,Scooter,High Income,52.21,42.12,46.02,13.101024,77.603526
669,2025-08-30,East,Indiranagar,Metro,Middle Income,61.81,37.13,54.39,12.976824,77.639834
723,2025-08-30,East,Marathahalli,Bike,Low Income,66.79,31.49,60.9,12.963984,77.699282
978,2025-08-30,North,Malleshwaram,Scooter,Low Income,56.76,46.79,44.96,13.006451,77.557034
135,2025-08-30,West,Nagarbhavi,Scooter,Middle Income,55.1,39.3,49.48,12.951634,77.512931
393,2025-08-31,East,Marathahalli,Bike,Middle Income,67.91,43.67,52.76,12.967187,77.690274
950,2025-08-31,South,HSR Layout,Car,Middle Income,56.75,53.53,40.14,12.915058,77.634636
322,2025-09-01,Central,MG Road,Car,Low Income,53.66,47.44,42.94,12.98339,77.608276
735,2025-09-01,North,Yelahanka,Scooter,Middle Income,67.7,40.27,55.08,13.103214,77.590019
518,2025-09-01,South,Koramangala,Bike,Middle Income,54.72,46.23,44.33,12.929505,77.621135
664,2025-09-01,West,Nagarbhavi,Scooter,Low Income,32.12,44.88,34.0,12.954787,77.505514
768,2025-09-02,North,Malleshwaram,Car,Low Income,42.03,53.16,33.04,13.010846,77.568214
530,2025-09-03,East,Marathahalli,Bus,High Income,57.32,43.1,47.88,12.956911,77.690676
685,2025-09-03,North,Hebbal,Metro,Low Income,64.88,45.35,50.05,13.041438,77.599275
136,2025-09-03,South,HSR Layout,Car,Middle Income,40.93,36.94,44.08,12.914188,77.639
857,2025-09-03,West,Nagarbhavi,Bike,Middle Income,56.79,41.99,48.4,12.951307,77.512507
930,2025-09-04,Central,Richmond Town,Car,Low Income,54.01,59.97,34.17,12.956261,77.603092
825,2025-09-05,North,Malleshwaram,Scooter,Low Income,55.21,41.19,48.18,12.999674,77.559864
527,2025-09-05,North,Yelahanka,Metro,Middle Income,71.57,32.18,62.8,13.094318,77.596433
125,2025-09-05,West,Nagarbhavi,Bus,Middle Income,49.51,44.56,42.93,12.959344,77.514184
141,2025-09-05,West,Nagarbhavi,Metro,Middle Income,56.38,51.6,41.33,12.960504,77.508232
362,2025-09-07,East,Whitefield,Scooter,Low Income,47.72,47.58,39.88,12.973679,77.751569
455,2025-09-07,West,Nagarbhavi,Bike,Low Income,52.9,27.69,56.67,12.95802,77.512357
574,2025-09-08,East,Indiranagar,Bike,Low Income,50.95,44.04,44.02,12.981309,77.637007
811,2025-09-08,East,Marathahalli,Metro,Middle Income,70.88,32.39,62.3,12.956891,77.702487
842,2025-09-08,East,Marathahalli,Scooter,High Income,52.92,43.33,45.51,12.956047,77.696144
344,2025-09-08,South,Jayanagar,Bike,Low Income,58.13,36.55,52.96,12.930382,77.598823
680,2025-09-08,South,Jayanagar,Metro,Low Income,60.77,45.74,47.71,12.934199,77.595964
507,2025-09-08,West,Nagarbhavi,Bike,High Income,65.69,38.6,55.27,12.962309,77.513323
243,2025-09-09,Central,MG Road,Scooter,Low Income,66.18,31.26,60.76,12.981396,77.614188
12,2025-09-09,Central,Shivajinagar,Car,Middle Income,64.95,38.03,55.31,12.978307,77.607429
33,2025-09-09,Central,Shivajinagar,Car,Middle Income,60.15,36.58,53.95,12.990862,77.599994
974,2025-09-09,South,Jayanagar,Metro,Low Income,43.66,54.79,32.7,12.935373,77.599642
944,2025-09-09,West,Vijayanagar,Bike,Low Income,35.49,53.93,29.22,12.970143,77.548681
564,2025-09-10,East,Whitefield,Metro,Middle Income,75.08,25.2,69.54,12.96911,77.742569
511,2025-09-10,North,Yelahanka,Car,Low Income,47.99,40.26,45.24,13.107058,77.597868
110,2025-09-11,Central,MG Road,Bike,Middle Income,56.56,38.8,50.57,12.97746,77.609105
211,2025-09-11,East,Marathahalli,Scooter,Middle Income,56.44,27.65,58.47,12.963233,77.699286
454,2025-09-11,East,Whitefield,Metro,Middle Income,70.34,36.48,59.11,12.968949,77.748107
485,2025-09-11,South,HSR Layout,Metro,Low Income,58.87,50.21,43.57,12.909128,77.635768
813,2025-09-11,West,Nagarbhavi,Bike,High Income,54.92,39.55,49.21,12.951819,77.51139
603,2025-09-12,North,Yelahanka,Scooter,Middle Income,61.56,44.91,48.7,13.093904,77.602205
432,2025-09-12,West,Rajajinagar,Car,Low Income,28.33,40.64,35.14,12.997913,77.55114
11,2025-09-13,Central,Shivajinagar,Car,High Income,65.04,34.27,58.04,12.988236,77.608876
647,2025-09-13,North,Yelahanka,Bus,Middle Income,49.43,42.58,44.3,13.095277,77.602878
605,2025-09-13,North,Yelahanka,Metro,Low Income,57.3,46.45,45.47,13.102261,77.591561
359,2025-09-13,West,Rajajinagar,Metro,Middle Income,66.73,36.63,57.2,12.994224,77.549992
586,2025-09-13,West,Rajajinagar,Scooter,High Income,69.26,37.13,58.11,12.984367,77.557116
806,2025-09-13,West,Vijayanagar,Scooter,Low Income,51.68,57.08,35.07,12.974792,77.54753
480,2025-09-14,Central,Shivajinagar,Car,Middle Income,71.56,28.49,65.43,12.984215,77.597893
69,2025-09-14,North,Malleshwaram,Metro,High Income,61.2,42.61,50.17,13.000741,77.566498
756,2025-09-15,South,HSR Layout,Metro,Middle Income,71.11,43.58,54.42,12.913195,77.640093
644,2025-09-16,Central,MG Road,Bike,Middle Income,72.48,39.94,57.71,12.972641,77.604118
629,2025-09-16,North,Malleshwaram,Car,Low Income,42.64,46.01,38.46,13.001578,77.57166
952,2025-09-17,Central,MG Road,Metro,Low Income,74.28,33.85,62.96,12.982525,77.601261
239,2025-09-17,South,Jayanagar,Car,High Income,55.99,48.78,43.15,12.937557,77.594242
852,2025-09-18,East,Marathahalli,Bike,Middle Income,55.01,33.03,53.91,12.958207,77.702298
479,2025-09-18,East,Whitefield,Metro,Middle Income,77.84,35.67,63.44,12.976592,77.74428
352,2025-09-19,Central,MG Road,Scooter,Low Income,62.32,45.98,48.32,12.973518,77.614431
238,2025-09-19,East,Marathahalli,Car,Middle Income,72.3,35.95,60.47,12.958217,77.70326
955,2025-09-20,Central,Shivajinagar,Bus,Middle Income,72.1,32.38,62.92,12.991676,77.602166
280,2025-09-22,North,Hebbal,Car,Middle Income,50.85,41.3,45.93,13.034321,77.600697
937,2025-09-22,South,Jayanagar,Bus,High Income,68.2,41.92,54.16,12.937561,77.597617
433,2025-09-23,Central,MG Road,Car,Low Income,63.77,38.37,54.48,12.977103,77.599004
808,2025-09-23,East,Marathahalli,Car,Low Income,43.29,39.9,43.15,12.966464,77.696976
913,2025-09-23,East,Whitefield,Metro,Middle Income,67.34,42.25,53.49,12.967397,77.757534
491,2025-09-23,North,Yelahanka,Car,Middle Income,45.4,42.85,42.09,13.093396,77.59383
856,2025-09-23,South,HSR Layout,Car,Low Income,52.51,49.13,41.16,12.910798,77.632204
368,2025-09-23,South,Koramangala,Bus,Middle Income,67.25,50.33,47.67,12.931136,77.627901
875,2025-09-23,South,Koramangala,Bus,Low Income,60.46,40.13,51.57,12.930979,77.621731
734,2025-09-23,West,Nagarbhavi,Scooter,Middle Income,64.53,42.57,51.86,12.957017,77.514066
789,2025-09-23,West,Rajajinagar,Bus,High Income,59.88,28.52,59.57,12.986998,77.550787
953,2025-09-24,East,Whitefield,Bus,High Income,61.23,31.86,57.86,12.976054,77.751719
410,2025-09-24,South,Koramangala,Bus,Low Income,52.23,42.66,45.64,12.942147,77.627138
37,2025-09-24,West,Rajajinagar,Scooter,Middle Income,51.73,41.53,46.2,12.990483,77.559488
481,2025-09-25,Central,Richmond Town,Metro,Middle Income,71.36,34.96,60.71,12.96763,77.604959
22,2025-09-25,East,Marathahalli,Bus,High Income,73.73,36.39,60.87,12.966003,77.699201
796,2025-09-25,West,Rajajinagar,Metro,Middle Income,72.42,36.79,59.93,12.987285,77.550242
579,2025-09-26,Central,Shivajinagar,Bike,Middle Income,80.38,28.04,70.16,12.98576,77.608211
194,2025-09-26,East,Indiranagar,Scooter,Low Income,57.89,41.52,49.29,12.975664,77.637079
291,2025-09-26,North,Hebbal,Bus,Low Income,53.2,34.77,51.76,13.036073,77.597101
348,2025-09-26,North,Hebbal,Metro,Low Income,57.06,44.87,46.48,13.034884,77.597564
688,2025-09-26,South,Jayanagar,Bike,Middle Income,73.74,29.14,66.05,12.922158,77.59515
52,2025-09-26,West,Rajajinagar,Car,Middle Income,67.66,23.19,67.27,12.984003,77.551789
931,2025-09-26,West,Vijayanagar,Bus,Middle Income,56.96,33.16,54.79,12.97218,77.546126
449,2025-09-27,East,Whitefield,Scooter,High Income,60.42,45.85,47.46,12.972777,77.750551
175,2025-09-29,North,Yelahanka,Car,Middle Income,68.33,41.65,54.41,13.103364,77.594635
899,2025-09-30,East,Whitefield,Car,Low Income,49.33,50.8,38.37,12.973534,77.743451
785,2025-10-01,Central,Richmond Town,Bus,High Income,96.39,27.32,78.68,12.955039,77.601382
93,2025-10-01,East,Marathahalli,Bike,Middle Income,59.84,36.94,53.53,12.951435,77.696048
302,2025-10-01,West,Vijayanagar,Metro,Middle Income,51.02,39.25,47.47,12.974454,77.547083
550,2025-10-02,East,Indiranagar,Car,High Income,60.68,46.53,47.1,12.982912,77.637041
380,2025-10-02,South,Koramangala,Bus,Middle Income,55.35,37.44,50.93,12.940612,77.62563
832,2025-10-02,West,Nagarbhavi,Bike,Middle Income,46.5,50.59,37.11,12.957129,77.511505
597,2025-10-02,West,Vijayanagar,Bus,Low Income,52.66,57.55,35.22,12.974142,77.546096
279,2025-10-04,Central,Richmond Town,Car,Middle Income,63.43,47.73,47.63,12.960804,77.599029
487,2025-10-04,North,Malleshwaram,Car,Middle Income,47.83,38.84,46.17,12.996166,77.560985
904,2025-10-04,West,Rajajinagar,Car,High Income,57.25,44.56,46.8,12.985504,77.552028
275,2025-10-04,West,Vijayanagar,Metro,High Income,65.57,43.83,51.48,12.973773,77.551176
98,2025-10-05,East,Indiranagar,Metro,High Income,81.67,38.43,63.39,12.977238,77.634835
378,2025-10-05,North,Hebbal,Bike,High Income,56.2,27.47,58.48,13.036111,77.597851
878,2025-10-05,North,Malleshwaram,Metro,Middle Income,50.64,38.72,47.66,12.999665,77.571192
643,2025-10-05,North,Yelahanka,Bus,Middle Income,54.79,47.46,43.5,13.107926,77.589677
203,2025-10-05,West,Vijayanagar,Bike,Middle Income,61.21,43.51,49.53,12.968273,77.547589
936,2025-10-06,Central,Richmond Town,Metro,Middle Income,72.91,46.23,53.43,12.966852,77.596613
54,2025-10-07,Central,Shivajinagar,Bus,Middle Income,74.76,44.85,55.35,12.987034,77.602441
31,2025-10-07,East,Indiranagar,Bike,Low Income,52.74,61.22,32.64,12.981236,77.63752
611,2025-10-07,North,Hebbal,Metro,Low Income,65.63,31.85,60.07,13.033741,77.589548
88,2025-10-08,East,Whitefield,Bus,Middle Income,67.02,41.65,53.76,12.974417,77.756923
19,2025-10-08,West,Rajajinagar,Metro,Middle Income,64.8,39.98,53.85,12.988337,77.546688
818,2025-10-09,North,Hebbal,Bus,Middle Income,51.79,35.1,50.82,13.043052,77.595796
328,2025-10-09,South,Jayanagar,Metro,Low Income,60.95,44.12,48.96,12.935671,77.59185
473,2025-10-09,West,Vijayanagar,Bike,High Income,59.0,37.88,52.45,12.977678,77.540613
675,2025-10-10,Central,Shivajinagar,Scooter,Middle Income,57.91,60.74,35.57,12.992055,77.597027
295,2025-10-10,South,Jayanagar,Metro,Middle Income,68.08,43.34,53.08,12.933619,77.585328
679,2025-10-10,West,Rajajinagar,Metro,Low Income,54.61,38.08,50.1,12.987518,77.544529
464,2025-10-11,Central,Shivajinagar,Bike,Middle Income,67.89,48.28,49.46,12.986167,77.601542
250,2025-10-11,North,Hebbal,Scooter,Middle Income,44.97,48.49,37.85,13.038457,77.598791
2,2025-10-12,Central,MG Road,Car,High Income,72.49,36.16,60.42,12.97097,77.613187
205,2025-10-12,East,Indiranagar,Bus,Low Income,58.27,30.41,57.41,12.98275,77.639939
567,2025-10-13,Central,MG Road,Car,Middle Income,69.96,36.69,58.77,12.970084,77.613722
363,2025-10-13,Central,Richmond Town,Metro,Middle Income,74.56,31.12,65.05,12.965958,77.606528
877,2025-10-13,East,Indiranagar,Bus,High Income,78.96,32.58,66.21,12.971886,77.640671
997,2025-10-13,West,Rajajinagar,Car,Middle Income,56.72,39.93,49.84,12.989142,77.557474
342,2025-10-14,South,HSR Layout,Bike,Middle Income,85.32,38.56,65.12,12.909607,77.639311
73,2025-10-15,Central,Richmond Town,Scooter,High Income,78.39,36.73,62.96,12.960931,77.60453
118,2025-10-15,South,Koramangala,Scooter,Middle Income,59.93,44.89,47.9,12.930738,77.632476
177,2025-10-16,Central,MG Road,Bus,Middle Income,77.53,35.3,63.55,12.978947,77.609189
761,2025-10-16,Central,MG Road,Metro,Middle Income,73.68,31.76,64.16,12.972607,77.607256
13,2025-10-16,North,Malleshwaram,Bus,Low Income,53.92,42.78,46.4,13.001454,77.56709
656,2025-10-17,Central,Richmond Town,Metro,Middle Income,69.58,33.47,60.88,12.964742,77.59253
477,2025-10-17,North,Malleshwaram,Bus,Middle Income,62.2,38.33,53.72,12.997766,77.563986
338,2025-10-17,South,Koramangala,Scooter,Middle Income,58.94,43.18,48.63,12.9309,77.620462
613,2025-10-17,West,Nagarbhavi,Bus,Low Income,50.56,41.07,45.94,12.957641,77.509305
712,2025-10-17,West,Rajajinagar,Bus,Middle Income,70.39,33.82,61.03,12.986779,77.55397
209,2025-10-18,Central,MG Road,Scooter,Middle Income,69.18,41.52,54.93,12.982911,77.607885
57,2025-10-18,Central,Richmond Town,Car,Middle Income,61.36,45.92,47.88,12.959997,77.604694
115,2025-10-18,West,Rajajinagar,Bus,Low Income,37.99,42.18,38.87,12.985146,77.550727
532,2025-10-20,South,Koramangala,Bike,Low Income,56.87,52.81,40.71,12.929912,77.617686
41,2025-10-20,South,Koramangala,Bus,Middle Income,59.32,34.31,55.15,12.928878,77.629236
506,2025-10-20,West,Nagarbhavi,Metro,Middle Income,69.01,37.31,57.85,12.957968,77.50639
630,2025-10-21,North,Yelahanka,Metro,Middle Income,69.18,49.41,49.29,13.105379,77.602211
711,2025-10-21,South,Jayanagar,Bus,High Income,85.53,49.33,57.53,12.923139,77.591782
467,2025-10-22,Central,MG Road,Bike,Low Income,67.42,38.01,56.56,12.968062,77.607281
733,2025-10-22,Central,MG Road,Bus,Low Income,68.55,26.25,65.52,12.973698,77.599267
717,2025-10-22,Central,MG Road,Metro,Low Income,65.15,33.91,58.35,12.980936,77.599616
943,2025-10-22,East,Marathahalli,Metro,Low Income,60.2,33.59,56.11,12.966064,77.693941
14,2025-10-22,North,Malleshwaram,Bike,Middle Income,64.52,50.35,46.29,13.0049,77.558049
671,2025-10-22,South,HSR Layout,Car,Middle Income,52.79,36.34,50.44,12.91128,77.646722
633,2025-10-23,South,Koramangala,Bike,Middle Income,67.93,28.5,63.61,12.934734,77.618136
781,2025-10-24,South,HSR Layout,Car,Low Income,44.84,53.76,34.02,12.907137,77.636463
694,2025-10-24,South,Koramangala,Metro,Middle Income,51.93,44.86,43.92,12.937807,77.630125
189,2025-10-25,East,Marathahalli,Bus,Middle Income,73.07,44.23,54.95,12.956509,77.700378
987,2025-10-25,West,Rajajinagar,Bus,Middle Income,58.77,30.51,57.6,12.990065,77.555188
702,2025-10-26,North,Hebbal,Metro,Low Income,63.47,38.02,54.58,13.031356,77.604028
202,2025-10-26,West,Vijayanagar,Car,Middle Income,72.99,32.8,63.06,12.976768,77.541537
72,2025-10-27,Central,Shivajinagar,Metro,Middle Income,70.51,49.61,49.82,12.988554,77.610895
775,2025-10-27,West,Rajajinagar,Bike,Low Income,44.44,47.39,38.37,12.985589,77.559784
845,2025-10-28,East,Indiranagar,Metro,High Income,73.75,38.39,59.45,12.97604,77.633344
3,2025-10-28,North,Malleshwaram,Bus,Middle Income,72.6,38.31,58.94,13.00034,77.562857
191,2025-10-28,West,Vijayanagar,Scooter,Middle Income,68.26,28.4,63.85,12.978229,77.541209
999,2025-10-29,Central,Richmond Town,Car,Low Income,52.37,39.47,47.99,12.966392,77.597619
898,2025-10-29,North,Malleshwaram,Metro,Low Income,58.18,35.89,53.45,13.006726,77.563235
176,2025-10-30,Central,Shivajinagar,Bike,Low Income,63.2,50.62,45.44,12.985775,77.604506
