Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
443,2025-04-21,20:00:00,North,Hebbal,256,186,Cloudy,134,2.5,Car,13.038895,77.59629,Normal operating conditions
448,2025-04-22,06:00:00,North,Hebbal,239,216,Cloudy,175,5.6,Scooter,13.034075,77.592394,Normal operating conditions
445,2025-04-22,10:00:00,West,Nagarbhavi,212,190,Rainy,169,6.9,Bike,12.962202,77.508654,Normal operating conditions
447,2025-04-22,19:00:00,East,Indiranagar,287,229,Sunny,187,10.9,Scooter,12.983502,77.638087,Normal operating conditions
446,2025-04-22,21:00:00,East,Whitefield,268,246,Windy,98,7.7,Bus,12.975469,77.754251,Normal operating conditions
451,2025-04-23,10:00:00,North,Yelahanka,223,190,Cloudy,141,12.1,Scooter,13.105966,77.599224,Normal operating conditions
452,2025-04-23,10:00:00,West,Vijayanagar,200,170,Rainy,188,5.7,Bike,12.974954,77.544067,Normal operating conditions
450,2025-04-23,14:00:00,Central,MG Road,225,165,Sunny,196,5.0,Metro,12.981543,77.605259,Normal operating conditions
449,2025-04-23,17:00:00,East,Marathahalli,328,269,Sunny,95,5.2,Scooter,12.961433,77.697813,Normal operating conditions
453,2025-04-24,08:00:00,East,Indiranagar,386,337,Rainy,176,3.1,Scooter,12.981487,77.636617,Normal operating conditions
455,2025-04-24,08:00:00,East,Indiranagar,261,190,Cloudy,117,11.0,Car,12.97954,77.642643,Normal operating conditions
456,2025-04-24,10:00:00,Central,MG Road,302,278,Rainy,137,5.1,Car,12.970801,77.604737,Normal operating conditions
454,2025-04-24,19:00:00,West,Nagarbhavi,229,182,Sunny,115,8.2,Scooter,12.955862,77.50848,Normal operating conditions
458,2025-04-25,08:00:00,North,Malleshwaram,278,253,Sunny,230,5.5,Bus,13.003851,77.569007,Normal operating conditions
460,2025-04-25,09:00:00,West,Nagarbhavi,272,216,Sunny,176,8.1,Metro,12.952549,77.50464,Normal operating conditions
457,2025-04-25,10:00:00,South,Koramangala,242,190,Sunny,148,15.4,Bike,12.939697,77.628673,Normal operating conditions
459,2025-04-25,16:00:00,East,Marathahalli,328,244,Rainy,191,7.8,Metro,12.962672,77.697503,Normal operating conditions
463,2025-04-26,08:00:00,South,HSR Layout,323,288,Sunny,198,9.2,Bus,12.905661,77.63329,Normal operating conditions
462,2025-04-26,17:00:00,North,Malleshwaram,237,172,Cloudy,157,7.1,Scooter,13.002995,77.566777,Normal operating conditions
464,2025-04-26,19:00:00,Central,MG Road,362,325,Sunny,119,7.9,Scooter,12.9763,77.604007,Normal operating conditions
461,2025-04-26,21:00:00,Central,Richmond Town,257,206,Sunny,118,9.0,Bike,12.963042,77.604222,Normal operating conditions
466,2025-04-27,06:00:00,West,Rajajinagar,195,151,Cloudy,138,10.2,Bus,12.996679,77.546273,Normal operating conditions
468,2025-04-27,07:00:00,West,Rajajinagar,248,208,Windy,116,3.3,Car,12.991092,77.553927,Normal operating conditions
467,2025-04-27,09:00:00,Central,Richmond Town,354,270,Rainy,167,11.2,Car,12.955297,77.600211,Normal operating conditions
465,2025-04-27,10:00:00,North,Malleshwaram,235,199,Sunny,155,6.3,Metro,13.004436,77.560425,Normal operating conditions
470,2025-04-28,06:00:00,West,Nagarbhavi,171,152,Windy,164,7.0,Scooter,12.955344,77.515897,Normal operating conditions
472,2025-04-28,07:00:00,East,Whitefield,318,249,Cloudy,189,2.9,Bike,12.964232,77.749187,Normal operating conditions
471,2025-04-28,07:00:00,South,Jayanagar,246,194,Foggy,95,9.9,Car,12.929928,77.589751,Normal operating conditions
469,2025-04-28,10:00:00,North,Hebbal,225,188,Cloudy,157,0.0,Bike,13.032004,77.598848,Normal operating conditions
474,2025-04-29,06:00:00,Central,MG Road,383,298,Rainy,187,9.0,Metro,12.976204,77.609934,Normal operating conditions
476,2025-04-29,12:00:00,East,Indiranagar,213,156,Sunny,105,3.2,Bus,12.975021,77.636211,Normal operating conditions
475,2025-04-29,18:00:00,South,Koramangala,370,268,Cloudy,206,3.5,Metro,12.936107,77.627478,Normal operating conditions
473,2025-04-29,19:00:00,Central,MG Road,334,259,Sunny,224,8.0,Scooter,12.980134,77.60331,Normal operating conditions
479,2025-04-30,07:00:00,East,Whitefield,287,214,Sunny,205,11.9,Car,12.974894,77.74571,Normal operating conditions
480,2025-04-30,08:00:00,North,Hebbal,262,232,Sunny,171,11.3,Bus,13.034837,77.59167,Normal operating conditions
477,2025-04-30,16:00:00,Central,MG Road,242,176,Sunny,147,8.6,Car,12.9715,77.606215,Normal operating conditions
478,2025-04-30,20:00:00,Central,Richmond Town,284,224,Foggy,119,12.7,Bike,12.955136,77.597284,Normal operating conditions
483,2025-05-01,14:00:00,Central,MG Road,212,154,Sunny,158,5.7,Scooter,12.971704,77.608805,Normal operating conditions
484,2025-05-01,14:00:00,West,Vijayanagar,121,97,Cloudy,142,11.7,Car,12.971782,77.540263,Normal operating conditions
482,2025-05-01,21:00:00,East,Marathahalli,240,200,Sunny,140,4.0,Bike,12.954772,77.693512,Normal operating conditions
481,2025-05-01,21:00:00,West,Rajajinagar,163,122,Sunny,185,5.7,Car,12.996697,77.555945,Normal operating conditions
485,2025-05-02,09:00:00,North,Yelahanka,265,223,Sunny,158,6.9,Bike,13.098846,77.593951,Normal operating conditions
488,2025-05-02,16:00:00,East,Indiranagar,303,261,Rainy,122,3.0,Bike,12.974152,77.636278,Normal operating conditions
487,2025-05-02,16:00:00,South,Jayanagar,221,172,Cloudy,198,4.9,Bike,12.9244,77.590664,Normal operating conditions
486,2025-05-02,20:00:00,North,Malleshwaram,345,288,Rainy,214,6.7,Metro,13.007324,77.562547,Normal operating conditions
490,2025-05-03,06:00:00,Central,Richmond Town,254,202,Windy,164,8.7,Scooter,12.959016,77.597032,Normal operating conditions
491,2025-05-03,08:00:00,West,Vijayanagar,281,258,Cloudy,204,3.7,Metro,12.966422,77.543147,Normal operating conditions
492,2025-05-03,16:00:00,Central,Shivajinagar,319,247,Sunny,159,8.2,Bus,12.984483,77.605183,Normal operating conditions
489,2025-05-03,21:00:00,South,HSR Layout,259,218,Sunny,101,8.8,Metro,12.913824,77.640896,Normal operating conditions
493,2025-05-04,10:00:00,Central,Shivajinagar,321,238,Rainy,221,5.1,Bike,12.988621,77.60268,Normal operating conditions
495,2025-05-04,16:00:00,South,Jayanagar,241,181,Sunny,132,0.0,Bike,12.927738,77.595688,Normal operating conditions
496,2025-05-04,17:00:00,West,Nagarbhavi,268,227,Rainy,200,4.3,Bike,12.956781,77.510135,Normal operating conditions
494,2025-05-04,20:00:00,West,Rajajinagar,329,249,Rainy,99,9.2,Metro,12.988466,77.5483,Normal operating conditions
499,2025-05-05,09:00:00,North,Hebbal,213,172,Sunny,117,9.7,Bike,13.03075,77.591725,Normal operating conditions
500,2025-05-05,14:00:00,Central,Shivajinagar,288,227,Rainy,91,10.2,Bus,12.988423,77.604685,Normal operating conditions
497,2025-05-05,14:00:00,West,Vijayanagar,163,144,Windy,163,2.1,Scooter,12.975993,77.541456,Normal operating conditions
498,2025-05-05,19:00:00,South,HSR Layout,272,236,Sunny,176,7.1,Scooter,12.913736,77.637718,Normal operating conditions
501,2025-05-06,07:00:00,East,Whitefield,426,326,Rainy,103,8.5,Metro,12.967188,77.754966,Normal operating conditions
503,2025-05-06,09:00:00,South,Jayanagar,281,232,Cloudy,198,2.5,Scooter,12.925903,77.589875,Normal operating conditions
504,2025-05-06,10:00:00,West,Nagarbhavi,215,169,Rainy,217,8.3,Scooter,12.950936,77.506793,Normal operating conditions
502,2025-05-06,19:00:00,North,Malleshwaram,233,192,Sunny,139,5.2,Car,13.007451,77.564475,Normal operating conditions
508,2025-05-07,10:00:00,Central,Shivajinagar,278,229,Cloudy,229,4.3,Scooter,12.984755,77.606151,Normal operating conditions
506,2025-05-07,16:00:00,Central,MG Road,263,234,Windy,188,11.5,Scooter,12.976901,77.603968,Normal operating conditions
507,2025-05-07,16:00:00,Central,MG Road,271,199,Cloudy,214,11.3,Bike,12.980157,77.609167,Normal operating conditions
505,2025-05-07,21:00:00,South,HSR Layout,242,203,Rainy,154,6.3,Bike,12.906144,77.642669,Normal operating conditions
511,2025-05-08,08:00:00,East,Marathahalli,299,221,Windy,144,8.5,Scooter,12.963969,77.698576,Normal operating conditions
509,2025-05-08,12:00:00,North,Malleshwaram,167,146,Cloudy,125,9.0,Metro,12.997769,77.562588,Normal operating conditions
510,2025-05-08,12:00:00,South,Koramangala,185,169,Cloudy,221,11.2,Car,12.935127,77.62864,Normal operating conditions
512,2025-05-08,19:00:00,West,Rajajinagar,241,208,Sunny,92,1.8,Bike,12.986602,77.550851,Normal operating conditions
513,2025-05-09,08:00:00,North,Yelahanka,305,280,Sunny,195,11.2,Metro,13.104477,77.59723,Normal operating conditions
514,2025-05-09,20:00:00,Central,Shivajinagar,402,312,Cloudy,149,1.6,Metro,12.987211,77.60202,Normal operating conditions
515,2025-05-09,20:00:00,East,Marathahalli,307,264,Cloudy,171,7.3,Car,12.954737,77.692843,Normal operating conditions
516,2025-05-09,21:00:00,North,Yelahanka,270,244,Cloudy,128,8.1,Metro,13.096903,77.597513,Normal operating conditions
517,2025-05-10,10:00:00,Central,Shivajinagar,354,316,Cloudy,172,2.6,Metro,12.980007,77.599199,Normal operating conditions
520,2025-05-10,10:00:00,West,Rajajinagar,240,210,Rainy,170,11.1,Bus,12.993401,77.556728,Normal operating conditions
519,2025-05-10,14:00:00,West,Rajajinagar,168,132,Rainy,136,9.3,Bike,12.993559,77.557263,Normal operating conditions
518,2025-05-10,19:00:00,West,Rajajinagar,287,243,Sunny,146,5.4,Metro,12.987529,77.549476,Normal operating conditions
524,2025-05-11,10:00:00,South,Jayanagar,282,225,Cloudy,127,5.9,Bus,12.930577,77.592624,Normal operating conditions
521,2025-05-11,12:00:00,North,Hebbal,178,148,Sunny,169,9.3,Scooter,13.030988,77.596601,Normal operating conditions
522,2025-05-11,14:00:00,East,Whitefield,144,124,Sunny,206,8.3,Car,12.970838,77.752393,Normal operating conditions
523,2025-05-11,14:00:00,West,Vijayanagar,158,121,Sunny,208,5.7,Bike,12.971759,77.545616,Normal operating conditions
526,2025-05-12,07:00:00,North,Malleshwaram,312,273,Cloudy,112,8.7,Metro,13.003257,77.55946,Normal operating conditions
527,2025-05-12,12:00:00,Central,MG Road,220,183,Rainy,159,11.3,Bike,12.971014,77.606699,Normal operating conditions
525,2025-05-12,17:00:00,West,Vijayanagar,242,176,Rainy,125,6.2,Car,12.976231,77.540752,Normal operating conditions
528,2025-05-12,21:00:00,Central,Shivajinagar,322,271,Sunny,129,7.8,Metro,12.981209,77.600844,Normal operating conditions
529,2025-05-13,08:00:00,Central,Richmond Town,284,205,Windy,112,7.5,Car,12.956503,77.604097,Normal operating conditions
530,2025-05-13,12:00:00,Central,Shivajinagar,212,165,Cloudy,162,1.2,Bike,12.983783,77.599957,Normal operating conditions
532,2025-05-13,16:00:00,North,Yelahanka,291,254,Rainy,220,9.9,Bus,13.096734,77.591189,Normal operating conditions
531,2025-05-13,16:00:00,West,Rajajinagar,173,158,Windy,110,0.0,Bike,12.994233,77.55027,Normal operating conditions
533,2025-05-14,12:00:00,Central,Richmond Town,237,183,Sunny,114,3.2,Metro,12.965276,77.600882,Normal operating conditions
534,2025-05-14,12:00:00,East,Indiranagar,200,169,Sunny,110,6.4,Scooter,12.974825,77.637766,Normal operating conditions
536,2025-05-14,18:00:00,South,HSR Layout,257,200,Sunny,92,5.4,Car,12.908236,77.639706,Normal operating conditions
535,2025-05-14,19:00:00,Central,MG Road,466,370,Rainy,93,2.8,Bus,12.972894,77.603784,Normal operating conditions
538,2025-05-15,07:00:00,Central,MG Road,451,368,Rainy,176,0.6,Metro,12.980885,77.605468,Normal operating conditions
537,2025-05-15,17:00:00,Central,Shivajinagar,369,271,Cloudy,93,3.5,Bus,12.980063,77.603863,Normal operating conditions
539,2025-05-15,19:00:00,West,Nagarbhavi,310,254,Rainy,156,10.1,Bus,12.951923,77.512089,Normal operating conditions
540,2025-05-15,21:00:00,South,Koramangala,244,203,Sunny,118,6.8,Scooter,12.940804,77.626788,Normal operating conditions
541,2025-05-16,07:00:00,North,Malleshwaram,320,292,Cloudy,222,4.6,Metro,13.002515,77.56674,Normal operating conditions
543,2025-05-16,18:00:00,North,Yelahanka,253,212,Cloudy,215,2.2,Car,13.101684,77.598922,Normal operating conditions
542,2025-05-16,18:00:00,South,Jayanagar,363,278,Rainy,96,12.6,Bus,12.927272,77.594232,Normal operating conditions
544,2025-05-16,20:00:00,Central,MG Road,347,272,Sunny,195,10.1,Bike,12.97456,77.600684,Normal operating conditions
547,2025-05-17,09:00:00,North,Malleshwaram,298,251,Cloudy,132,5.2,Metro,13.00208,77.56739,Normal operating conditions
548,2025-05-17,14:00:00,East,Whitefield,234,187,Cloudy,227,12.7,Bus,12.973373,77.753379,Normal operating conditions
545,2025-05-17,17:00:00,West,Rajajinagar,279,205,Sunny,190,11.9,Metro,12.99468,77.556876,Normal operating conditions
546,2025-05-17,21:00:00,South,HSR Layout,247,188,Sunny,117,10.0,Scooter,12.91205,77.633986,Normal operating conditions
550,2025-05-18,10:00:00,Central,Richmond Town,336,266,Rainy,106,6.3,Scooter,12.964484,77.596881,Normal operating conditions
552,2025-05-18,18:00:00,North,Hebbal,284,250,Cloudy,158,7.3,Bus,13.034997,77.594393,Normal operating conditions
551,2025-05-18,21:00:00,North,Yelahanka,196,149,Cloudy,98,8.9,Scooter,13.099029,77.59996,Normal operating conditions
549,2025-05-18,21:00:00,South,Koramangala,259,208,Sunny,221,3.4,Bike,12.937668,77.628087,Normal operating conditions
556,2025-05-19,10:00:00,Central,MG Road,327,238,Sunny,212,0.9,Bus,12.979984,77.60421,Normal operating conditions
554,2025-05-19,16:00:00,Central,Richmond Town,271,238,Sunny,156,8.9,Scooter,12.963906,77.596381,Normal operating conditions
555,2025-05-19,20:00:00,East,Marathahalli,286,230,Cloudy,225,4.5,Car,12.961483,77.703174,Normal operating conditions
553,2025-05-19,20:00:00,West,Vijayanagar,212,174,Windy,134,4.4,Scooter,12.971902,77.544979,Normal operating conditions
558,2025-05-20,06:00:00,West,Nagarbhavi,229,191,Cloudy,134,12.1,Metro,12.951802,77.515259,Normal operating conditions
559,2025-05-20,07:00:00,East,Indiranagar,284,233,Sunny,108,8.4,Car,12.974332,77.646058,Normal operating conditions
557,2025-05-20,10:00:00,North,Yelahanka,223,204,Sunny,112,9.4,Metro,13.105472,77.599817,Normal operating conditions
560,2025-05-20,20:00:00,Central,Richmond Town,330,293,Sunny,157,8.5,Bike,12.965256,77.598514,Normal operating conditions
563,2025-05-21,10:00:00,East,Indiranagar,262,204,Sunny,172,6.4,Bike,12.973635,77.638339,Normal operating conditions
562,2025-05-21,12:00:00,South,Jayanagar,172,133,Sunny,143,4.6,Car,12.926304,77.598017,Normal operating conditions
564,2025-05-21,12:00:00,West,Rajajinagar,126,115,Cloudy,227,10.5,Scooter,12.991282,77.546427,Normal operating conditions
561,2025-05-21,14:00:00,North,Hebbal,189,144,Cloudy,230,5.3,Car,13.032452,77.597246,Normal operating conditions
565,2025-05-22,07:00:00,South,HSR Layout,333,270,Sunny,127,4.5,Scooter,12.907662,77.638832,Normal operating conditions
567,2025-05-22,10:00:00,North,Yelahanka,255,189,Cloudy,184,10.5,Metro,13.096413,77.601641,Normal operating conditions
568,2025-05-22,12:00:00,East,Marathahalli,263,217,Rainy,104,9.9,Scooter,12.954546,77.700919,Normal operating conditions
566,2025-05-22,14:00:00,North,Malleshwaram,154,114,Sunny,102,7.2,Scooter,13.006703,77.5609,Normal operating conditions
569,2025-05-23,08:00:00,North,Hebbal,296,263,Sunny,156,8.6,Bus,13.037501,77.591102,Normal operating conditions
572,2025-05-23,12:00:00,South,HSR Layout,170,131,Foggy,170,8.7,Bus,12.914666,77.644748,Normal operating conditions
570,2025-05-23,17:00:00,South,HSR Layout,429,311,Rainy,199,11.2,Metro,12.914892,77.640203,Normal operating conditions
571,2025-05-23,20:00:00,West,Vijayanagar,262,199,Sunny,131,11.3,Scooter,12.971385,77.542945,Normal operating conditions
576,2025-05-24,08:00:00,East,Marathahalli,307,253,Sunny,131,5.4,Car,12.960079,77.693693,Normal operating conditions
574,2025-05-24,08:00:00,South,Jayanagar,300,226,Cloudy,144,6.0,Bike,12.932081,77.590455,Normal operating conditions
575,2025-05-24,12:00:00,Central,Shivajinagar,293,222,Rainy,177,6.7,Metro,12.98528,77.602396,Normal operating conditions
573,2025-05-24,12:00:00,South,HSR Layout,180,130,Sunny,134,7.6,Scooter,12.910483,77.641059,Normal operating conditions
579,2025-05-25,06:00:00,South,Jayanagar,212,153,Cloudy,144,14.2,Car,12.930095,77.595708,Normal operating conditions
580,2025-05-25,08:00:00,North,Malleshwaram,317,276,Sunny,100,15.8,Metro,12.998324,77.559269,Normal operating conditions
577,2025-05-25,10:00:00,East,Whitefield,335,266,Rainy,218,10.7,Bus,12.975139,77.751532,Normal operating conditions
578,2025-05-25,17:00:00,Central,MG Road,345,308,Sunny,132,8.6,Scooter,12.972249,77.603859,Normal operating conditions
584,2025-05-26,07:00:00,North,Yelahanka,870,629,Rainy,48,33.9,Metro,13.104201,77.593378,Heavy rain and peak travel with low vehicle availability
583,2025-05-26,18:00:00,East,Marathahalli,872,682,Rainy,36,26.6,Scooter,12.959438,77.702986,Heavy rain and peak travel with low vehicle availability
582,2025-05-26,21:00:00,North,Malleshwaram,557,429,Rainy,69,23.2,Bike,13.005124,77.56432,Heavy rain and peak travel with low vehicle availability
581,2025-05-26,21:00:00,South,Jayanagar,626,536,Rainy,69,23.8,Bike,12.931122,77.594426,Heavy rain and peak travel with low vehicle availability
588,2025-05-27,07:00:00,East,Whitefield,323,255,Rainy,139,11.4,Car,12.968169,77.746904,Normal operating conditions
587,2025-05-27,10:00:00,South,Koramangala,217,172,Sunny,195,13.6,Car,12.929625,77.628337,Normal operating conditions
585,2025-05-27,14:00:00,North,Yelahanka,171,133,Sunny,102,14.8,Scooter,13.098939,77.597484,Normal operating conditions
586,2025-05-27,21:00:00,West,Nagarbhavi,208,151,Sunny,157,12.9,Bus,12.957825,77.507639,Normal operating conditions
591,2025-05-28,07:00:00,East,Indiranagar,327,258,Sunny,156,5.3,Bike,12.981257,77.642489,Normal operating conditions
590,2025-05-28,19:00:00,Central,Shivajinagar,381,287,Rainy,97,2.9,Bike,12.983412,77.604346,Normal operating conditions
592,2025-05-28,20:00:00,West,Rajajinagar,297,220,Cloudy,214,12.5,Metro,12.993721,77.548433,Normal operating conditions
589,2025-05-28,21:00:00,Central,Shivajinagar,303,253,Cloudy,172,2.7,Bike,12.980719,77.604094,Normal operating conditions
596,2025-05-29,08:00:00,Central,MG Road,437,401,Rainy,90,9.7,Bus,12.979196,77.606419,Normal operating conditions
594,2025-05-29,10:00:00,West,Rajajinagar,161,125,Sunny,220,16.1,Car,12.992563,77.547043,Normal operating conditions
593,2025-05-29,16:00:00,Central,Shivajinagar,308,222,Foggy,146,8.0,Metro,12.986024,77.606382,Normal operating conditions
595,2025-05-29,19:00:00,South,HSR Layout,332,239,Foggy,214,11.2,Metro,12.913711,77.63938,Normal operating conditions
597,2025-05-30,10:00:00,East,Marathahalli,249,187,Sunny,151,8.8,Bike,12.960631,77.695543,Normal operating conditions
599,2025-05-30,14:00:00,East,Marathahalli,203,185,Cloudy,153,4.2,Scooter,12.96198,77.696586,Normal operating conditions
600,2025-05-30,19:00:00,North,Malleshwaram,290,258,Sunny,169,10.7,Bus,13.007862,77.564009,Normal operating conditions
598,2025-05-30,20:00:00,South,Koramangala,311,285,Windy,210,8.8,Bike,12.936882,77.625322,Normal operating conditions
603,2025-05-31,16:00:00,North,Yelahanka,267,245,Sunny,179,5.9,Metro,13.100129,77.59739,Normal operating conditions
602,2025-05-31,16:00:00,South,Koramangala,208,155,Windy,157,5.7,Bike,12.931917,77.62442,Normal operating conditions
604,2025-05-31,19:00:00,North,Yelahanka,313,273,Cloudy,187,10.8,Bus,13.095603,77.600729,Normal operating conditions
601,2025-05-31,20:00:00,Central,Shivajinagar,353,272,Windy,109,4.1,Bus,12.988097,77.610495,Normal operating conditions
607,2025-06-01,10:00:00,North,Hebbal,273,212,Sunny,155,4.5,Metro,13.03877,77.599522,Normal operating conditions
605,2025-06-01,17:00:00,South,HSR Layout,271,236,Sunny,133,4.6,Car,12.909362,77.643738,Normal operating conditions
608,2025-06-01,18:00:00,East,Indiranagar,340,294,Sunny,146,5.8,Scooter,12.976923,77.637571,Normal operating conditions
606,2025-06-01,21:00:00,West,Vijayanagar,275,234,Rainy,109,7.7,Metro,12.973071,77.541446,Normal operating conditions
611,2025-06-02,07:00:00,North,Hebbal,257,205,Cloudy,145,0.0,Bike,13.036727,77.598163,Normal operating conditions
612,2025-06-02,09:00:00,East,Whitefield,346,275,Rainy,169,11.8,Bike,12.968256,77.744411,Normal operating conditions
610,2025-06-02,16:00:00,North,Hebbal,304,220,Rainy,130,14.3,Metro,13.036829,77.597687,Normal operating conditions
609,2025-06-02,18:00:00,East,Indiranagar,374,333,Windy,168,6.5,Metro,12.97424,77.637633,Normal operating conditions
615,2025-06-03,10:00:00,West,Vijayanagar,258,233,Sunny,226,8.3,Bus,12.971118,77.548587,Normal operating conditions
613,2025-06-03,14:00:00,Central,Richmond Town,179,132,Sunny,169,12.8,Car,12.958244,77.600087,Normal operating conditions
616,2025-06-03,21:00:00,East,Indiranagar,293,254,Sunny,211,9.8,Metro,12.983616,77.639006,Normal operating conditions
614,2025-06-03,21:00:00,South,Koramangala,252,198,Windy,141,7.8,Bus,12.936056,77.624054,Normal operating conditions
618,2025-06-04,06:00:00,East,Indiranagar,267,233,Sunny,122,11.2,Bike,12.975398,77.638328,Normal operating conditions
620,2025-06-04,17:00:00,West,Nagarbhavi,227,199,Sunny,171,6.1,Scooter,12.961467,77.515407,Normal operating conditions
619,2025-06-04,17:00:00,West,Rajajinagar,223,164,Cloudy,179,9.7,Car,12.996116,77.550826,Normal operating conditions
617,2025-06-04,19:00:00,East,Marathahalli,431,394,Rainy,190,9.4,Bus,12.961594,77.698313,Normal operating conditions
621,2025-06-05,18:00:00,South,Jayanagar,296,231,Sunny,170,3.2,Car,12.925685,77.591231,Normal operating conditions
622,2025-06-05,19:00:00,Central,Shivajinagar,380,347,Sunny,174,10.1,Bus,12.991395,77.603071,Normal operating conditions
623,2025-06-05,21:00:00,East,Indiranagar,318,243,Sunny,201,11.5,Metro,12.972661,77.640181,Normal operating conditions
624,2025-06-05,21:00:00,West,Nagarbhavi,282,240,Rainy,187,8.5,Metro,12.950596,77.515615,Normal operating conditions
628,2025-06-06,08:00:00,West,Nagarbhavi,292,264,Sunny,154,11.1,Metro,12.962292,77.508522,Normal operating conditions
625,2025-06-06,10:00:00,West,Rajajinagar,215,187,Cloudy,175,9.3,Scooter,12.990531,77.554743,Normal operating conditions
627,2025-06-06,19:00:00,North,Hebbal,289,235,Cloudy,113,12.5,Bus,13.037997,77.602166,Normal operating conditions
626,2025-06-06,20:00:00,West,Nagarbhavi,214,196,Cloudy,91,11.4,Bike,12.959398,77.511174,Normal operating conditions
631,2025-06-07,09:00:00,Central,MG Road,396,329,Rainy,176,10.1,Car,12.979309,77.611033,Normal operating conditions
629,2025-06-07,10:00:00,East,Indiranagar,334,253,Sunny,196,11.9,Metro,12.972682,77.640133,Normal operating conditions
632,2025-06-07,12:00:00,West,Rajajinagar,141,120,Sunny,226,14.4,Bike,12.987295,77.556155,Normal operating conditions
630,2025-06-07,16:00:00,North,Hebbal,214,194,Sunny,124,5.8,Scooter,13.034358,77.60237,Normal operating conditions
634,2025-06-08,08:00:00,West,Nagarbhavi,275,248,Cloudy,227,12.0,Metro,12.95615,77.505127,Normal operating conditions
635,2025-06-08,17:00:00,North,Hebbal,268,202,Sunny,198,16.1,Scooter,13.03428,77.597843,Normal operating conditions
636,2025-06-08,18:00:00,Central,MG Road,355,258,Sunny,98,9.5,Scooter,12.97008,77.606847,Normal operating conditions
633,2025-06-08,19:00:00,West,Rajajinagar,284,257,Sunny,132,8.5,Metro,12.987785,77.555501,Normal operating conditions
638,2025-06-09,06:00:00,North,Malleshwaram,308,227,Rainy,132,2.5,Metro,13.004956,77.560756,Normal operating conditions
640,2025-06-09,07:00:00,East,Marathahalli,336,286,Foggy,100,12.0,Bus,12.964912,77.693364,Normal operating conditions
639,2025-06-09,16:00:00,Central,MG Road,312,240,Cloudy,211,11.8,Bus,12.975786,77.602209,Normal operating conditions
637,2025-06-09,16:00:00,East,Marathahalli,239,187,Cloudy,110,3.6,Car,12.95877,77.69614,Normal operating conditions
642,2025-06-10,10:00:00,East,Whitefield,259,190,Sunny,194,11.4,Bike,12.975295,77.744463,Normal operating conditions
643,2025-06-10,12:00:00,West,Rajajinagar,121,97,Sunny,97,12.0,Scooter,12.996887,77.551512,Normal operating conditions
641,2025-06-10,17:00:00,North,Hebbal,365,301,Sunny,194,7.4,Metro,13.033525,77.602417,Normal operating conditions
644,2025-06-10,20:00:00,West,Rajajinagar,255,199,Sunny,216,4.9,Scooter,12.997219,77.547033,Normal operating conditions
645,2025-06-11,09:00:00,West,Rajajinagar,305,242,Cloudy,93,10.2,Metro,12.989431,77.550139,Normal operating conditions
648,2025-06-11,09:00:00,West,Rajajinagar,228,184,Sunny,180,2.2,Bike,12.987733,77.556933,Normal operating conditions
646,2025-06-11,10:00:00,West,Vijayanagar,181,139,Sunny,101,3.7,Scooter,12.97703,77.549862,Normal operating conditions
647,2025-06-11,21:00:00,Central,MG Road,305,228,Sunny,148,9.9,Bus,12.974353,77.606231,Normal operating conditions
650,2025-06-12,08:00:00,West,Rajajinagar,265,205,Cloudy,128,5.5,Bike,12.991678,77.555924,Normal operating conditions
649,2025-06-12,12:00:00,East,Indiranagar,201,166,Foggy,217,0.2,Bus,12.980531,77.640781,Normal operating conditions
652,2025-06-12,17:00:00,South,Koramangala,344,312,Windy,165,8.1,Bus,12.93516,77.62141,Normal operating conditions
651,2025-06-12,21:00:00,Central,MG Road,264,201,Windy,219,5.8,Scooter,12.973265,77.603383,Normal operating conditions
656,2025-06-13,06:00:00,Central,MG Road,376,318,Rainy,164,10.7,Metro,12.978595,77.60993,Normal operating conditions
655,2025-06-13,09:00:00,South,Koramangala,336,243,Cloudy,157,6.8,Bus,12.931312,77.622667,Normal operating conditions
653,2025-06-13,12:00:00,East,Whitefield,209,172,Rainy,200,10.6,Bike,12.966032,77.748764,Normal operating conditions
654,2025-06-13,19:00:00,East,Whitefield,280,218,Sunny,181,7.1,Car,12.96921,77.755913,Normal operating conditions
660,2025-06-14,07:00:00,West,Nagarbhavi,243,183,Sunny,167,15.7,Bike,12.956007,77.508506,Normal operating conditions
657,2025-06-14,10:00:00,Central,Richmond Town,304,254,Sunny,140,4.8,Bus,12.963832,77.594322,Normal operating conditions
659,2025-06-14,10:00:00,Central,Shivajinagar,281,225,Sunny,206,8.1,Bike,12.98856,77.608176,Normal operating conditions
658,2025-06-14,21:00:00,South,Koramangala,305,273,Sunny,170,5.8,Metro,12.934157,77.624956,Normal operating conditions
662,2025-06-15,06:00:00,East,Marathahalli,339,261,Rainy,227,6.6,Bus,12.959119,77.698262,Normal operating conditions
661,2025-06-15,18:00:00,South,Koramangala,383,308,Rainy,120,0.0,Bus,12.934328,77.626408,Normal operating conditions
663,2025-06-15,19:00:00,North,Yelahanka,286,259,Rainy,229,11.3,Car,13.094867,77.602257,Normal operating conditions
664,2025-06-15,20:00:00,East,Marathahalli,362,331,Windy,202,6.3,Metro,12.956534,77.692673,Normal operating conditions
