Date,Time,Location,Ride_Request,Available_Vehicles,Completed_Ride,Cancel_Ride,Waiting_Time_min,Surge_Multiplier
2025-01-20,05:52:00,Indiranagar,161,163.0,105.0,56,16.0,1.8
2025-03-19,23:53:00,Jayanagar,188,5.0,133.0,55,13.9,2.0
2025-12-02,00:17:00,BTM Layout,54,74.0,0.0,54,17.2,1.5
2025-09-14,06:05:00,Banashankari,279,165.0,261.0,18,8.9,1.2
2025-03-21,22:24:00,Banashankari,266,32.0,233.0,33,10.1,1.5
2025-10-18,02:41:00,Banashankari,63,22.0,0.0,63,24.5,1.0
2025-04-23,19:39:00,JP Nagar,218,49.0,168.0,50,6.1,1.5
2025-07-15,04:57:00,Whitefield,47,73.0,35.0,12,19.3,1.0
2025-05-27,23:19:00,Banashankari,148,20.0,125.0,23,17.9,1.3
2025-04-28,15:14:00,Whitefield,102,135.0,85.0,17,11.2,1.5
2025-10-24,11:52:00,Banashankari,200,133.0,175.0,25,20.0,1.2
2025-11-01,22:22:00,Indiranagar,32,94.0,0.0,32,16.2,2.0
2025-11-02,07:28:00,MG Road,35,125.0,0.0,35,14.2,1.2
2025-07-15,00:25:00,Hebbal,82,118.0,46.0,36,7.7,1.0
2025-04-15,14:06:00,Marathahalli,302,50.0,226.0,76,10.5,2.0
2025-07-22,11:20:00,Malleshwaram,337,89.0,284.0,53,12.1,1.8
2025-12-08,04:02:00,Indiranagar,258,108.0,214.0,44,17.8,1.3
2025-11-16,00:55:00,Koramangala,166,37.0,99.0,67,13.6,1.3
2025-12-06,11:19:00,Electronic City,189,60.0,138.0,51,23.9,2.0
2025-07-08,15:50:00,BTM Layout,278,36.0,223.0,55,17.7,1.2
2025-08-14,01:08:00,Rajajinagar,316,38.0,265.0,51,4.1,1.3
2025-01-03,01:17:00,Rajajinagar,293,100.0,263.0,30,23.9,1.5
2025-10-14,06:45:00,BTM Layout,269,151.0,214.0,55,6.5,1.2
2025-02-15,15:04:00,Hebbal,177,71.0,126.0,51,5.6,1.0
2025-01-17,11:16:00,Whitefield,56,76.0,0.0,56,17.4,1.2
2025-03-27,12:41:00,Rajajinagar,84,35.0,45.0,39,19.7,1.0
2025-08-22,10:59:00,Jayanagar,116,103.0,81.0,35,7.4,1.8
2025-08-09,04:21:00,Yelahanka,41,15.0,0.0,41,22.7,1.2
2025-10-23,20:24:00,Electronic City,184,41.0,149.0,35,24.7,1.2
2025-04-14,00:07:00,MG Road,338,122.0,301.0,37,13.4,2.0
2025-12-17,16:11:00,Indiranagar,274,176.0,247.0,27,23.2,1.0
2025-06-26,00:40:00,Yelahanka,230,178.0,210.0,20,24.2,1.2
2025-05-15,19:45:00,Indiranagar,298,101.0,221.0,77,17.0,1.5
2025-08-16,02:37:00,HSR Layout,313,98.0,291.0,22,11.2,1.3
2025-08-14,11:59:00,JP Nagar,129,110.0,105.0,24,16.2,2.0
2025-01-27,05:18:00,BTM Layout,100,25.0,89.0,11,8.3,1.8
2025-08-08,05:45:00,Whitefield,22,61.0,0.0,22,18.4,1.8
2025-05-08,04:02:00,Jayanagar,305,157.0,247.0,58,20.2,1.2
2025-06-07,00:50:00,Marathahalli,225,96.0,192.0,33,4.1,1.0
2025-02-13,04:57:00,Banashankari,324,131.0,300.0,24,19.3,1.8
2025-07-01,12:57:00,HSR Layout,237,63.0,205.0,32,11.4,1.5
2025-10-31,11:28:00,HSR Layout,279,130.0,209.0,70,18.3,1.3
2025-11-18,02:24:00,HSR Layout,217,13.0,170.0,47,8.8,1.3
2025-06-26,05:34:00,Electronic City,152,12.0,136.0,16,10.9,1.0
2025-08-29,18:09:00,Marathahalli,292,163.0,250.0,42,10.5,1.0
2025-04-08,09:56:00,JP Nagar,245,82.0,190.0,55,19.8,1.3
2025-06-26,19:18:00,Hebbal,277,74.0,231.0,46,6.1,1.5
2025-01-30,08:30:00,MG Road,36,97.0,0.0,36,18.2,1.3
2025-03-25,10:37:00,MG Road,75,84.0,0.0,75,15.2,1.8
2025-01-09,01:15:00,Yelahanka,193,15.0,181.0,12,11.3,1.2
2025-03-25,15:24:00,Electronic City,57,10.0,48.0,9,9.3,1.0
2025-07-19,16:02:00,Yelahanka,42,69.0,0.0,42,19.2,1.5
2025-11-11,06:52:00,Rajajinagar,86,50.0,38.0,48,23.1,1.5
2025-02-14,23:16:00,Rajajinagar,183,21.0,134.0,49,14.6,1.3
2025-06-03,17:18:00,Yelahanka,178,108.0,121.0,57,18.0,1.0
2025-08-13,21:13:00,Yelahanka,157,92.0,141.0,16,6.2,1.8
2025-12-10,04:00:00,Indiranagar,159,75.0,135.0,24,4.6,1.0
2025-02-14,09:25:00,BTM Layout,224,106.0,174.0,50,11.3,1.2
2025-07-07,23:49:00,Marathahalli,321,177.0,293.0,28,24.0,1.0
2025-10-01,01:16:00,JP Nagar,109,50.0,51.0,58,23.5,1.0
2025-05-03,21:11:00,Indiranagar,144,128.0,69.0,75,10.8,1.5
2025-09-14,04:44:00,Whitefield,245,24.0,219.0,26,13.8,1.3
2025-05-21,01:33:00,Electronic City,47,37.0,0.0,47,16.7,2.0
2025-04-01,21:26:00,Malleshwaram,272,149.0,208.0,64,19.5,2.0
2025-03-29,02:03:00,Malleshwaram,165,163.0,135.0,30,8.2,2.0
2025-03-13,18:23:00,Rajajinagar,120,165.0,82.0,38,3.8,1.0
2025-09-01,04:44:00,Hebbal,116,97.0,40.0,76,21.3,1.0
2025-04-06,22:40:00,Yelahanka,63,22.0,0.0,63,23.9,1.0
2025-10-03,07:13:00,HSR Layout,124,71.0,50.0,74,14.6,1.0
2025-10-27,10:22:00,Rajajinagar,272,123.0,196.0,76,7.2,1.0
2025-05-29,22:06:00,HSR Layout,123,15.0,96.0,27,24.3,1.2
2025-08-14,11:59:00,JP Nagar,129,110.0,105.0,24,16.2,2.0
2025-04-17,23:41:00,Malleshwaram,322,116.0,262.0,60,15.0,1.5
2025-01-05,07:56:00,MG Road,66,131.0,42.0,24,7.0,1.8
2025-11-21,03:25:00,Rajajinagar,247,81.0,221.0,26,22.8,1.0
2025-01-27,04:19:00,Koramangala,235,21.0,163.0,72,13.0,1.5
2025-07-25,22:50:00,Indiranagar,68,127.0,40.0,28,9.4,1.2
2025-10-29,17:13:00,Yelahanka,106,171.0,86.0,20,20.2,1.8
2025-06-18,17:59:00,Whitefield,231,58.0,159.0,72,16.1,1.0
2025-10-04,04:30:00,Marathahalli,312,67.0,234.0,78,20.0,1.8
2025-02-09,11:04:00,Marathahalli,267,152.0,240.0,27,20.8,1.0
2025-03-26,05:31:00,Yelahanka,185,137.0,152.0,33,22.6,1.0
2025-05-03,16:53:00,Whitefield,217,132.0,198.0,19,16.7,1.0
2025-06-21,19:18:00,Banashankari,96,42.0,71.0,25,6.1,1.0
2025-02-20,06:44:00,Yelahanka,317,96.0,250.0,67,4.9,1.2
2025-09-07,22:27:00,Koramangala,243,40.0,221.0,22,16.8,1.8
2025-03-15,06:47:00,Hebbal,328,133.0,258.0,70,2.9,1.0
2025-04-21,15:09:00,Electronic City,232,46.0,171.0,61,20.5,1.8
2025-02-04,05:09:00,HSR Layout,24,121.0,0.0,24,10.6,2.0
2025-10-31,11:28:00,HSR Layout,279,130.0,209.0,70,18.3,1.3
2025-02-10,23:19:00,Banashankari,242,165.0,212.0,30,5.4,1.3
2025-12-05,17:44:00,Whitefield,272,80.0,208.0,64,17.2,2.0
2025-12-09,10:43:00,Hebbal,142,38.0,104.0,38,17.4,1.3
2025-01-26,11:23:00,Malleshwaram,144,149.0,123.0,21,6.7,1.2
2025-09-13,00:08:00,HSR Layout,291,115.0,280.0,11,21.3,2.0
2025-12-01,22:46:00,BTM Layout,287,142.0,224.0,63,5.4,1.2
2025-06-08,23:50:00,MG Road,243,67.0,208.0,35,4.0,1.8
2025-08-19,15:54:00,Indiranagar,284,146.0,235.0,49,16.7,1.0
2025-03-16,04:41:00,JP Nagar,39,125.0,0.0,39,18.0,1.0
2025-05-03,18:25:00,Rajajinagar,78,153.0,12.0,66,22.0,1.2
2025-10-02,23:27:00,JP Nagar,263,65.0,185.0,78,13.0,1.0
2025-05-05,02:26:00,Yelahanka,156,180.0,96.0,60,23.3,1.0
2025-03-05,15:54:00,Indiranagar,76,131.0,5.0,71,19.5,1.3
2025-02-03,05:05:00,Yelahanka,163,101.0,155.0,8,16.4,1.0
2025-06-26,00:50:00,Electronic City,267,111.0,249.0,18,23.2,1.0
2025-09-09,06:14:00,Hebbal,281,61.0,241.0,40,19.3,1.0
2025-05-01,22:57:00,Malleshwaram,178,55.0,145.0,33,5.4,1.0
2025-12-24,12:14:00,Rajajinagar,322,95.0,314.0,8,23.8,1.0
2025-09-21,04:47:00,Indiranagar,248,149.0,223.0,25,23.8,1.0
2025-01-27,09:09:00,Banashankari,213,23.0,203.0,10,6.3,1.2
2025-01-07,14:02:00,Koramangala,70,180.0,0.0,70,12.3,1.2
2025-04-13,04:11:00,Marathahalli,89,49.0,75.0,14,22.7,2.0
2025-06-01,22:14:00,HSR Layout,118,26.0,72.0,46,23.8,1.0
2025-12-27,13:59:00,MG Road,171,145.0,146.0,25,13.4,1.2
2025-03-13,01:32:00,Marathahalli,39,34.0,0.0,39,4.2,1.0
2025-10-11,20:30:00,Malleshwaram,327,11.0,286.0,41,21.5,1.3
2025-03-31,04:24:00,Rajajinagar,214,63.0,141.0,73,13.5,1.5
2025-07-08,05:22:00,JP Nagar,150,151.0,132.0,18,17.5,1.0
2025-10-27,04:05:00,MG Road,222,15.0,186.0,36,15.4,2.0
2025-11-12,16:43:00,JP Nagar,186,68.0,123.0,63,11.8,1.0
2025-08-03,10:30:00,Electronic City,178,165.0,116.0,62,6.2,1.0
2025-01-27,19:55:00,HSR Layout,265,166.0,239.0,26,18.6,1.8
2025-09-21,00:02:00,Hebbal,297,18.0,233.0,64,6.3,1.5
2025-03-08,20:58:00,HSR Layout,308,166.0,240.0,68,13.4,1.0
2025-12-26,15:29:00,JP Nagar,56,72.0,22.0,34,20.1,1.2
2025-03-08,14:46:00,Banashankari,277,36.0,265.0,12,13.9,1.3
2025-11-07,14:49:00,Koramangala,100,89.0,89.0,11,6.7,1.2
2025-08-06,03:55:00,BTM Layout,298,43.0,265.0,33,22.9,1.0
2025-10-02,14:27:00,Jayanagar,309,75.0,258.0,51,24.8,1.8
2025-09-29,17:24:00,Yelahanka,119,170.0,70.0,49,20.7,1.2
2025-07-23,12:25:00,BTM Layout,277,66.0,271.0,6,21.5,1.0
2025-07-13,19:13:00,Malleshwaram,267,91.0,231.0,36,24.1,2.0
2025-02-02,03:47:00,MG Road,275,166.0,202.0,73,13.9,1.2
2025-06-27,15:05:00,Whitefield,151,56.0,85.0,66,21.0,1.3
2025-04-09,07:43:00,Koramangala,90,80.0,66.0,24,21.4,1.0
2025-11-27,12:25:00,Hebbal,165,69.0,134.0,31,9.7,2.0
2025-07-11,13:03:00,Hebbal,249,,196.0,53,17.7,1.0
2025-01-27,09:09:00,Banashankari,213,23.0,203.0,10,6.3,1.2
2025-02-28,15:45:00,Marathahalli,80,79.0,56.0,24,13.7,1.3
2025-01-23,03:55:00,BTM Layout,31,32.0,0.0,31,17.6,1.0
2025-09-24,11:31:00,HSR Layout,112,7.0,67.0,45,17.5,1.0
2025-09-21,03:57:00,Rajajinagar,56,118.0,21.0,35,15.6,1.5
2025-12-02,04:19:00,Indiranagar,87,87.0,51.0,36,21.1,1.8
2025-08-25,14:07:00,Electronic City,48,149.0,0.0,48,18.7,1.5
2025-10-28,04:55:00,Electronic City,223,46.0,209.0,14,15.0,1.8
2025-06-02,23:21:00,Koramangala,75,91.0,9.0,66,24.7,1.5
2025-01-17,23:33:00,Marathahalli,209,118.0,177.0,32,23.9,1.5
2025-04-07,15:37:00,Hebbal,64,50.0,49.0,15,8.6,1.0
2025-04-06,18:43:00,Electronic City,154,125.0,119.0,35,24.0,1.5
2025-05-04,07:41:00,Malleshwaram,173,123.0,150.0,23,23.0,1.8
2025-08-21,16:39:00,MG Road,187,28.0,108.0,79,18.8,2.0
2025-09-07,22:27:00,Koramangala,243,40.0,221.0,22,16.8,1.8
2025-03-31,01:20:00,Malleshwaram,168,178.0,117.0,51,9.2,1.0
2025-08-17,20:34:00,Rajajinagar,238,118.0,212.0,26,10.1,1.0
2025-06-26,00:50:00,Electronic City,267,111.0,249.0,18,23.2,1.0
2025-07-15,23:09:00,BTM Layout,181,15.0,109.0,72,4.2,1.5
2025-03-21,03:36:00,Marathahalli,104,85.0,42.0,62,11.3,1.5
2025-01-17,11:16:00,Whitefield,56,76.0,0.0,56,17.4,1.2
2025-04-14,23:30:00,Indiranagar,87,75.0,44.0,43,4.1,1.5
2025-10-23,19:39:00,Malleshwaram,295,77.0,268.0,27,10.2,2.0
2025-07-21,05:21:00,BTM Layout,29,95.0,0.0,29,10.2,1.3
2025-06-06,16:37:00,Indiranagar,302,170.0,284.0,18,16.0,1.3
2025-08-02,23:40:00,Whitefield,263,41.0,242.0,21,16.7,2.0
2025-06-23,15:28:00,Rajajinagar,224,29.0,166.0,58,9.2,1.5
2025-09-06,14:56:00,HSR Layout,306,130.0,264.0,42,6.4,1.0
2025-08-21,13:59:00,Jayanagar,246,158.0,231.0,15,2.2,1.3
2025-01-07,23:00:00,Jayanagar,127,30.0,74.0,53,9.5,1.3
2025-06-30,20:59:00,BTM Layout,242,19.0,202.0,40,3.7,1.8
2025-08-13,09:56:00,BTM Layout,55,132.0,0.0,55,5.2,1.3
2025-01-12,02:12:00,Malleshwaram,121,37.0,60.0,61,4.1,1.5
2025-07-01,21:37:00,HSR Layout,169,100.0,94.0,75,18.1,1.0
2025-01-19,22:02:00,Indiranagar,89,165.0,23.0,66,12.6,1.5
2025-03-07,19:34:00,Indiranagar,323,166.0,298.0,25,13.8,1.0
2025-01-11,21:12:00,Indiranagar,98,126.0,63.0,35,17.4,1.2
2025-04-08,04:46:00,MG Road,38,156.0,9.0,29,7.5,1.8
2025-09-08,04:51:00,BTM Layout,315,111.0,276.0,39,10.6,1.0
2025-02-24,14:30:00,Malleshwaram,132,137.0,105.0,27,12.7,1.2
2025-02-05,04:50:00,Koramangala,344,140.0,336.0,8,6.9,1.8
2025-11-10,07:32:00,Koramangala,347,132.0,270.0,77,5.2,1.0
2025-09-18,16:50:00,Banashankari,66,33.0,55.0,11,5.5,1.0
2025-08-08,22:22:00,MG Road,66,59.0,49.0,-3,13.0,1.0
2025-02-22,03:09:00,Yelahanka,214,93.0,197.0,17,15.9,1.0
2025-05-28,14:57:00,MG Road,268,166.0,248.0,20,16.0,1.2
2025-10-01,20:28:00,JP Nagar,246,85.0,196.0,50,14.7,1.5
2025-01-30,17:20:00,Koramangala,61,157.0,33.0,28,3.6,1.2
2025-08-03,22:26:00,HSR Layout,318,85.0,241.0,77,23.5,1.2
2025-01-17,09:47:00,Malleshwaram,229,39.0,201.0,28,19.6,1.8
2025-11-23,08:56:00,HSR Layout,102,114.0,41.0,61,14.9,1.0
2025-07-06,13:40:00,Indiranagar,163,151.0,101.0,62,5.0,1.2
2025-08-27,15:04:00,HSR Layout,246,126.0,214.0,32,20.3,1.0
2025-01-28,02:56:00,Indiranagar,238,157.0,183.0,55,22.5,2.0
2025-01-28,14:52:00,JP Nagar,94,161.0,62.0,32,12.5,1.8
2025-08-06,18:47:00,Rajajinagar,189,121.0,139.0,50,8.2,1.3
2025-01-15,01:11:00,Banashankari,202,126.0,156.0,46,12.7,1.3
2025-04-09,17:57:00,BTM Layout,147,50.0,70.0,77,14.8,1.8
2025-08-23,14:16:00,Whitefield,107,80.0,59.0,48,15.9,1.0
2025-11-17,08:09:00,Koramangala,160,78.0,99.0,61,7.4,1.5
2025-02-04,11:46:00,Malleshwaram,143,153.0,125.0,18,18.9,1.5
2025-07-06,13:22:00,Malleshwaram,113,88.0,66.0,47,12.4,1.0
2025-03-25,06:35:00,Hebbal,135,8.0,126.0,9,23.3,1.8
2025-11-02,20:09:00,Hebbal,55,103.0,21.0,34,5.0,1.0
2025-10-17,16:33:00,MG Road,195,30.0,184.0,11,16.4,2.0
2025-12-24,14:25:00,Indiranagar,194,60.0,154.0,40,24.0,1.5
2025-06-16,01:54:00,Yelahanka,170,115.0,120.0,50,5.3,1.8
2025-10-26,16:41:00,Marathahalli,66,19.0,0.0,66,12.4,1.8
2025-09-21,23:11:00,Malleshwaram,68,110.0,46.0,22,23.1,1.3
2025-03-02,16:20:00,Hebbal,144,66.0,113.0,31,14.7,1.3
2025-03-10,01:30:00,Yelahanka,200,169.0,126.0,74,6.0,2.0
2025-07-29,15:22:00,Electronic City,324,13.0,259.0,65,7.3,1.3
2025-11-21,07:31:00,Hebbal,137,95.0,92.0,45,13.9,1.0
2025-01-31,08:48:00,Marathahalli,155,22.0,128.0,27,13.3,1.2
2025-10-22,14:39:00,Rajajinagar,313,168.0,257.0,56,11.6,1.0
2025-11-21,03:25:00,Rajajinagar,247,81.0,221.0,26,22.8,1.0
2025-04-12,15:43:00,BTM Layout,68,58.0,0.0,68,12.9,1.3
2025-09-29,03:15:00,Banashankari,336,143.0,285.0,51,13.7,2.0
2025-09-11,01:15:00,Jayanagar,84,89.0,15.0,69,22.0,2.0
2025-04-19,16:53:00,Banashankari,157,77.0,111.0,46,9.8,1.0
2025-08-01,05:58:00,Rajajinagar,304,150.0,240.0,64,19.4,1.0
2025-04-17,15:25:00,Electronic City,177,35.0,113.0,64,4.1,1.3
2025-09-20,00:41:00,JP Nagar,24,38.0,0.0,24,16.9,1.0
2025-12-29,23:38:00,Whitefield,98,34.0,73.0,25,2.9,1.5
2025-10-31,07:43:00,MG Road,285,7.0,224.0,61,18.0,1.0
2025-05-21,09:33:00,MG Road,248,162.0,224.0,24,16.2,1.2
2025-02-22,03:15:00,HSR Layout,52,18.0,0.0,52,2.6,1.8
2025-12-22,23:51:00,Jayanagar,29,174.0,0.0,29,14.1,1.3
2025-07-08,01:59:00,HSR Layout,335,15.0,296.0,39,18.9,1.3
2025-02-28,20:12:00,Yelahanka,325,147.0,261.0,64,4.2,2.0
2025-06-21,09:42:00,HSR Layout,252,131.0,178.0,74,22.5,1.0
2025-12-09,11:32:00,Rajajinagar,285,163.0,214.0,71,4.2,1.2
2025-09-13,18:47:00,Malleshwaram,192,130.0,155.0,37,24.2,2.0
2025-06-20,02:46:00,JP Nagar,318,94.0,295.0,23,9.1,1.8
2025-09-01,00:34:00,BTM Layout,208,33.0,161.0,47,24.5,1.3
2025-10-11,17:27:00,JP Nagar,304,151.0,226.0,78,5.6,1.0
2025-03-04,15:34:00,BTM Layout,88,140.0,24.0,64,24.7,1.5
2025-12-28,07:18:00,Hebbal,52,89.0,0.0,52,14.5,1.8
2025-10-11,05:18:00,Jayanagar,159,58.0,118.0,41,18.5,1.2
2025-04-29,23:27:00,Koramangala,33,127.0,0.0,33,5.1,2.0
2025-10-31,18:37:00,MG Road,112,123.0,37.0,75,23.7,1.2
2025-06-16,04:07:00,Indiranagar,314,87.0,240.0,74,21.2,1.2
2025-03-12,11:22:00,Marathahalli,262,43.0,191.0,71,15.9,1.0
2025-11-04,10:38:00,HSR Layout,247,109.0,214.0,33,8.7,1.8
2025-12-01,00:36:00,Hebbal,72,14.0,16.0,56,14.8,1.0
2025-07-08,22:57:00,Hebbal,154,168.0,75.0,79,23.6,1.0
2025-08-17,18:23:00,Yelahanka,267,146.0,218.0,49,19.5,1.8
2025-04-08,11:36:00,Electronic City,267,88.0,195.0,72,5.3,1.0
2025-02-08,16:01:00,Jayanagar,155,106.0,107.0,48,16.9,3.5
2025-12-30,03:56:00,Marathahalli,200,154.0,124.0,76,15.1,1.8
2025-09-20,13:27:00,Yelahanka,119,159.0,52.0,67,15.9,1.0
2025-05-20,15:20:00,Banashankari,282,116.0,259.0,23,4.1,1.2
2025-10-28,07:22:00,Malleshwaram,139,42.0,92.0,47,20.1,1.0
2025-05-02,07:09:00,Banashankari,321,161.0,272.0,49,16.6,1.0
2025-02-21,17:57:00,Rajajinagar,253,41.0,247.0,6,11.4,1.0
2025-02-20,23:24:00,JP Nagar,208,170.0,134.0,74,10.2,1.8
2025-01-26,04:26:00,JP Nagar,34,177.0,0.0,34,3.2,1.8
2025-02-06,13:33:00,MG Road,41,122.0,0.0,41,23.2,1.5
2025-12-21,13:52:00,Yelahanka,131,80.0,110.0,21,7.5,1.0
2025-12-15,19:16:00,Banashankari,349,165.0,303.0,46,9.3,2.0
2025-02-02,00:45:00,BTM Layout,138,90.0,67.0,71,11.5,1.5
2025-12-30,05:24:00,MG Road,179,146.0,104.0,75,11.4,1.2
2025-12-17,11:04:00,Banashankari,48,13.0,14.0,34,20.5,1.8
2025-11-17,22:30:00,MG Road,126,54.0,86.0,40,4.6,1.0
2025-02-05,18:07:00,Electronic City,99,72.0,37.0,62,14.5,2.0
2025-09-16,15:58:00,Malleshwaram,159,33.0,130.0,29,9.6,2.0
2025-01-08,08:56:00,JP Nagar,130,20.0,120.0,10,23.8,1.8
2025-07-30,10:21:00,Indiranagar,246,53.0,206.0,40,4.5,1.0
2025-07-25,14:33:00,Rajajinagar,75,118.0,8.0,67,3.7,1.0
2025-05-28,22:52:00,MG Road,84,23.0,62.0,22,16.9,1.0
2025-05-06,16:13:00,Marathahalli,332,111.0,318.0,14,22.4,1.2
2025-05-22,08:54:00,Indiranagar,172,137.0,143.0,29,19.6,1.0
2025-11-17,16:55:00,Marathahalli,324,32.0,294.0,30,5.1,1.0
2025-07-09,07:59:00,HSR Layout,41,97.0,10.0,31,10.9,2.0
2025-06-12,16:22:00,JP Nagar,198,75.0,122.0,76,8.6,1.8
2025-10-07,10:01:00,Koramangala,184,88.0,166.0,18,17.2,1.3
2025-01-18,09:42:00,HSR Layout,325,39.0,318.0,7,24.8,1.3
2025-10-12,00:20:00,Koramangala,284,66.0,255.0,29,18.6,2.0
2025-09-03,07:07:00,JP Nagar,190,8.0,147.0,43,6.9,1.2
2025-08-23,10:22:00,JP Nagar,310,83.0,289.0,21,5.9,1.3
2025-01-04,03:53:00,Hebbal,190,150.0,142.0,48,16.2,1.0
2025-05-18,02:15:00,JP Nagar,128,85.0,51.0,77,6.9,2.0
2025-09-14,04:44:00,Whitefield,245,24.0,219.0,26,13.8,1.3
2025-06-18,21:02:00,Indiranagar,176,149.0,97.0,79,15.0,1.5
2025-12-16,08:31:00,Malleshwaram,72,148.0,22.0,50,22.3,1.8
2025-03-07,22:52:00,BTM Layout,-20,176.0,273.0,16,11.7,1.5
2025-12-23,16:20:00,Malleshwaram,343,39.0,315.0,28,3.5,2.0
2025-12-12,18:13:00,Malleshwaram,166,8.0,107.0,59,14.0,1.0
2025-03-26,16:48:00,Koramangala,91,70.0,34.0,57,16.0,1.2
2025-11-27,05:15:00,Indiranagar,294,129.0,276.0,18,7.4,1.5
2025-06-23,03:55:00,Indiranagar,259,62.0,245.0,14,21.8,1.8
2025-01-20,06:53:00,HSR Layout,67,11.0,6.0,61,20.4,1.0
2025-07-06,14:43:00,Jayanagar,55,85.0,8.0,47,17.3,1.0
2025-06-13,02:17:00,HSR Layout,64,106.0,10.0,54,14.7,1.3
2025-04-02,01:04:00,Marathahalli,123,54.0,105.0,18,4.3,1.8
2025-01-29,07:56:00,MG Road,328,139.0,295.0,33,13.0,1.5
2025-09-29,09:22:00,MG Road,294,133.0,253.0,41,20.7,1.8
2025-11-24,11:30:00,Hebbal,235,23.0,157.0,78,3.8,1.5
2025-06-13,05:19:00,HSR Layout,22,89.0,0.0,22,16.9,1.3
2025-10-30,16:09:00,MG Road,256,114.0,216.0,40,18.9,1.2
2025-05-03,10:25:00,Yelahanka,79,41.0,51.0,28,13.7,1.8
2025-10-12,08:12:00,Marathahalli,263,9.0,196.0,67,4.1,1.2
2025-09-22,20:55:00,BTM Layout,159,141.0,118.0,41,20.6,1.8
2025-02-22,10:41:00,Indiranagar,208,102.0,165.0,43,19.8,1.0
