Record_ID,Date,Hour,Location,Weather_Condition,Transportation_Mode,Demand
823,2025-12-24,15,Indiranagar,Windy,Car,151
929,2025-12-25,0,Yelahanka,Cloudy,Car,168
183,2025-12-25,23,Jayanagar,Foggy,Scooter,145
278,2025-12-26,1,Marathahalli,Sunny,Metro,198
894,2025-12-26,5,HSR Layout,Cloudy,Metro,187
582,2025-12-26,19,HSR Layout,Windy,Bus,241
877,2025-12-26,20,Yelahanka,Windy,Scooter,224
600,2025-12-27,12,Indiranagar,Cloudy,Bike,168
761,2025-12-27,16,Indiranagar,Cloudy,Scooter,190
595,2025-12-28,4,MG Road,Foggy,Scooter,131
889,2025-12-28,11,Whitefield,Rainy,Scooter,99
404,2025-12-28,12,Indiranagar,Foggy,Bus,202
778,2025-12-28,15,Koramangala,Cloudy,Metro,175
932,2025-12-28,16,Electronic City,Rainy,Scooter,81
975,2025-12-28,22,HSR Layout,Rainy,Scooter,121
661,2025-12-29,4,HSR Layout,Windy,Metro,175
532,2025-12-29,13,Indiranagar,Sunny,Scooter,183
422,2025-12-31,9,Koramangala,Rainy,Metro,310
506,2025-12-31,13,Jayanagar,Sunny,Scooter,209
416,2025-12-31,16,Jayanagar,Rainy,Bike,78
