Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
4/7/2025,Bengaluru,Karnataka,30.6,22.4,26.5,32.6,0.0,12.9,147,Moderate,1019.5,40.0
4/8/2025,Bengaluru,Karnataka,27.3,15.3,21.3,40.9,0.0,6.3,119,Moderate,995.1,65.0
4/9/2025,Bengaluru,Karnataka,25.2,13.2,19.2,63.0,0.0,19.1,105,Moderate,991.7,10.2
4/10/2025,Bengaluru,Karnataka,40.0,29.6,34.8,59.3,9.4,2.3,132,Moderate,1020.3,80.4
4/11/2025,Bengaluru,Karnataka,26.2,12.7,19.4,85.9,0.0,13.3,40,Good,1021.8,77.2
4/12/2025,Bengaluru,Karnataka,31.9,23.0,27.4,87.9,5.9,14.2,339,Very Poor,1017.7,97.2
4/13/2025,Bengaluru,Karnataka,44.2,34.3,39.2,81.1,2.6,16.7,154,Moderate,1021.3,27.2
4/14/2025,Bengaluru,Karnataka,32.3,17.5,24.9,61.5,0.0,20.3,126,Moderate,1019.7,11.8
4/15/2025,Bengaluru,Karnataka,25.7,20.3,23.0,33.5,1.1,8.6,321,Very Poor,1016.1,78.5
4/16/2025,Bengaluru,Karnataka,31.6,18.4,25.0,56.4,6.3,4.3,316,Very Poor,1020.2,15.1
4/17/2025,Bengaluru,Karnataka,36.7,23.9,30.3,61.1,0.0,6.4,277,Poor,990.0,87.6
4/18/2025,Bengaluru,Karnataka,32.9,22.3,27.6,65.4,7.6,24.5,197,Moderate,1019.0,16.8
4/19/2025,Bengaluru,Karnataka,32.9,22.2,27.5,94.4,5.4,4.8,205,Poor,1017.9,20.3
4/20/2025,Bengaluru,Karnataka,44.1,32.9,38.5,92.0,0.0,10.3,131,Moderate,1007.3,67.0
4/21/2025,Bengaluru,Karnataka,39.1,29.1,34.1,53.6,0.0,5.8,230,Poor,996.1,6.0
4/22/2025,Bengaluru,Karnataka,39.8,25.7,32.8,90.3,27.0,9.5,94,Satisfactory,1013.5,85.3
4/23/2025,Bengaluru,Karnataka,39.4,24.9,32.1,86.8,58.8,17.7,199,Moderate,996.6,66.6
4/24/2025,Bengaluru,Karnataka,28.6,21.3,25.0,44.4,16.8,22.4,289,Poor,1011.5,10.9
4/25/2025,Bengaluru,Karnataka,39.7,25.2,32.5,55.0,0.0,18.6,83,Satisfactory,1012.7,91.0
4/26/2025,Bengaluru,Karnataka,43.9,35.9,39.9,81.6,0.0,2.7,43,Good,1013.0,94.6
4/27/2025,Bengaluru,Karnataka,43.5,36.9,40.2,47.5,0.0,18.0,216,Poor,999.5,32.2
4/28/2025,Bengaluru,Karnataka,27.5,21.3,24.4,45.9,0.0,18.8,200,Moderate,1016.7,27.6
4/29/2025,Bengaluru,Karnataka,30.7,23.7,27.2,34.4,0.0,2.5,134,Moderate,1022.9,96.8
4/30/2025,Bengaluru,Karnataka,42.3,35.3,38.8,70.5,7.2,6.2,269,Poor,1018.0,20.3
5/1/2025,Bengaluru,Karnataka,29.3,19.6,24.5,89.2,0.0,10.1,178,Moderate,1013.3,78.8
5/2/2025,Bengaluru,Karnataka,25.9,11.4,18.6,75.2,3.3,22.0,304,Very Poor,990.7,82.7
5/3/2025,Bengaluru,Karnataka,39.9,30.4,35.2,79.4,0.0,7.7,336,Very Poor,1001.0,35.7
5/4/2025,Bengaluru,Karnataka,44.1,35.7,39.9,76.4,0.0,8.3,120,Moderate,998.2,54.3
5/5/2025,Bengaluru,Karnataka,39.6,28.9,34.2,69.8,0.0,8.1,150,Moderate,1021.3,94.8
5/6/2025,Bengaluru,Karnataka,40.0,28.7,34.3,31.0,0.0,5.5,78,Satisfactory,1006.9,16.0
5/7/2025,Bengaluru,Karnataka,42.4,36.7,39.5,72.6,1.2,13.6,189,Moderate,1013.1,78.4
5/8/2025,Bengaluru,Karnataka,27.7,15.3,21.5,57.4,0.0,23.6,99,Satisfactory,1021.9,10.0
5/9/2025,Bengaluru,Karnataka,34.9,24.0,29.5,42.4,0.0,9.3,147,Moderate,1016.8,75.9
5/10/2025,Bengaluru,Karnataka,33.5,27.6,30.6,82.4,2.0,23.4,230,Poor,992.2,42.4
5/11/2025,Bengaluru,Karnataka,37.1,23.9,30.5,74.8,0.0,16.4,268,Poor,992.5,63.3
5/12/2025,Bengaluru,Karnataka,38.2,32.2,35.2,85.1,6.8,6.0,327,Very Poor,1009.3,63.7
5/13/2025,Bengaluru,Karnataka,30.0,24.7,27.3,76.5,3.1,3.5,324,Very Poor,1000.9,58.9
5/14/2025,Bengaluru,Karnataka,32.9,26.6,29.7,30.2,0.0,13.4,73,Satisfactory,1002.1,70.7
5/15/2025,Bengaluru,Karnataka,32.1,19.8,26.0,65.8,6.7,9.4,139,Moderate,1011.7,15.9
5/16/2025,Bengaluru,Karnataka,38.4,32.9,35.6,73.8,0.0,10.0,209,Poor,1019.4,94.9
5/17/2025,Bengaluru,Karnataka,44.2,37.0,40.6,84.6,0.0,3.6,327,Very Poor,1014.9,19.3
5/18/2025,Bengaluru,Karnataka,28.1,14.6,21.4,41.1,0.0,5.6,172,Moderate,1010.4,8.9
5/19/2025,Bengaluru,Karnataka,35.0,24.0,29.5,66.9,0.0,15.0,336,Very Poor,1004.6,39.3
5/20/2025,Bengaluru,Karnataka,30.0,20.9,25.4,48.0,0.0,23.4,316,Very Poor,1022.5,72.6
5/21/2025,Bengaluru,Karnataka,44.7,33.6,39.2,66.1,0.0,7.8,304,Very Poor,996.2,92.7
5/22/2025,Bengaluru,Karnataka,39.2,25.5,32.3,92.9,8.9,7.5,114,Moderate,992.2,10.2
5/23/2025,Bengaluru,Karnataka,37.6,30.6,34.1,66.0,72.2,13.2,40,Good,990.9,85.2
5/24/2025,Bengaluru,Karnataka,42.7,33.4,38.0,92.1,0.0,12.0,228,Poor,1014.5,87.0
5/25/2025,Bengaluru,Karnataka,28.4,19.0,23.7,90.3,0.0,23.5,237,Poor,1002.9,8.8
5/26/2025,Bengaluru,Karnataka,30.5,18.9,24.7,74.6,0.0,7.6,143,Moderate,1009.0,10.9
5/27/2025,Bengaluru,Karnataka,29.3,17.8,23.6,87.6,0.0,11.3,114,Moderate,998.1,35.6
5/28/2025,Bengaluru,Karnataka,25.2,14.6,19.9,93.8,0.0,9.2,136,Moderate,992.7,88.7
5/29/2025,Bengaluru,Karnataka,37.3,25.6,31.4,51.7,0.0,17.2,311,Very Poor,1011.1,20.9
5/30/2025,Bengaluru,Karnataka,27.2,18.9,23.1,65.2,0.0,2.3,287,Poor,1014.3,91.4
5/31/2025,Bengaluru,Karnataka,26.3,13.2,19.8,89.0,0.0,24.7,147,Moderate,992.3,68.4
6/1/2025,Bengaluru,Karnataka,32.9,22.3,27.6,44.0,0.9,16.7,108,Moderate,1002.5,27.5
6/2/2025,Bengaluru,Karnataka,33.6,19.9,26.7,47.4,0.0,8.1,337,Very Poor,1013.4,74.0
6/3/2025,Bengaluru,Karnataka,42.9,33.7,38.3,78.7,0.0,12.7,335,Very Poor,1021.2,81.5
6/4/2025,Bengaluru,Karnataka,35.6,26.1,30.9,91.2,33.6,21.6,336,Very Poor,1023.4,14.1
6/5/2025,Bengaluru,Karnataka,42.3,31.2,36.7,93.9,0.0,3.9,200,Moderate,1022.0,16.2
6/6/2025,Bengaluru,Karnataka,32.9,20.7,26.8,40.1,6.6,19.4,106,Moderate,1009.7,66.0
6/7/2025,Bengaluru,Karnataka,41.4,33.5,37.5,84.5,6.8,6.6,61,Satisfactory,1005.7,14.8
6/8/2025,Bengaluru,Karnataka,44.7,31.7,38.2,48.8,7.4,3.4,77,Satisfactory,1001.7,98.0
6/9/2025,Bengaluru,Karnataka,32.0,23.0,27.5,70.2,7.9,6.4,43,Good,1021.9,44.3
6/10/2025,Bengaluru,Karnataka,40.0,31.3,35.7,46.2,0.0,18.5,221,Poor,1004.8,80.6
6/11/2025,Bengaluru,Karnataka,36.1,23.9,30.0,91.2,7.8,12.4,117,Moderate,1017.2,89.2
6/12/2025,Bengaluru,Karnataka,38.0,25.3,31.7,87.4,0.0,22.9,173,Moderate,1019.5,48.7
6/13/2025,Bengaluru,Karnataka,37.9,31.4,34.6,89.5,0.0,14.5,102,Moderate,1010.4,86.7
6/14/2025,Bengaluru,Karnataka,43.0,33.4,38.2,62.7,0.0,10.4,222,Poor,1014.9,42.3
6/15/2025,Bengaluru,Karnataka,31.9,18.2,25.1,91.2,0.0,24.4,127,Moderate,1001.3,18.1
6/16/2025,Bengaluru,Karnataka,26.6,18.1,22.4,62.3,42.2,13.6,126,Moderate,1022.9,19.0
6/17/2025,Bengaluru,Karnataka,28.2,15.9,22.1,70.5,3.1,4.3,319,Very Poor,996.6,8.2
6/18/2025,Bengaluru,Karnataka,32.8,23.2,28.0,82.5,5.3,18.8,56,Satisfactory,1010.6,44.2
6/19/2025,Bengaluru,Karnataka,31.7,17.4,24.5,74.9,0.0,14.2,286,Poor,1012.0,34.0
6/20/2025,Bengaluru,Karnataka,40.8,31.9,36.3,33.0,0.0,24.4,334,Very Poor,990.5,73.5
6/21/2025,Bengaluru,Karnataka,25.2,12.2,18.7,65.6,0.0,6.6,250,Poor,999.9,51.3
6/22/2025,Bengaluru,Karnataka,41.8,36.0,38.9,72.7,0.0,12.4,98,Satisfactory,997.2,49.9
6/23/2025,Bengaluru,Karnataka,26.6,18.9,22.7,93.0,0.0,8.5,236,Poor,991.4,18.1
6/24/2025,Bengaluru,Karnataka,31.5,19.5,25.5,66.4,0.0,23.3,209,Poor,1018.4,36.4
6/25/2025,Bengaluru,Karnataka,40.4,30.5,35.5,47.3,10.0,16.9,58,Satisfactory,1020.9,22.5
6/26/2025,Bengaluru,Karnataka,40.4,26.1,33.2,89.4,0.0,11.3,234,Poor,1015.6,52.2
6/27/2025,Bengaluru,Karnataka,28.9,19.6,24.2,53.3,0.0,4.1,118,Moderate,999.1,16.0
6/28/2025,Bengaluru,Karnataka,43.0,35.0,39.0,61.4,0.0,21.0,128,Moderate,1021.9,58.8
6/29/2025,Bengaluru,Karnataka,25.1,10.6,17.9,77.1,74.1,4.2,293,Poor,995.5,22.9
6/30/2025,Bengaluru,Karnataka,38.2,32.0,35.1,50.5,0.0,9.2,247,Poor,1022.6,86.9
7/1/2025,Bengaluru,Karnataka,32.5,24.3,28.4,45.5,0.0,22.8,146,Moderate,995.3,30.1
7/2/2025,Bengaluru,Karnataka,37.3,23.8,30.6,64.8,0.0,2.9,313,Very Poor,994.6,93.3
7/3/2025,Bengaluru,Karnataka,30.1,17.7,23.9,47.9,6.1,5.8,127,Moderate,1012.9,62.2
7/4/2025,Bengaluru,Karnataka,28.3,22.4,25.3,83.3,0.0,8.9,219,Poor,1020.6,53.2
7/5/2025,Bengaluru,Karnataka,29.0,17.9,23.4,43.5,1.8,6.1,168,Moderate,994.1,8.0
7/6/2025,Bengaluru,Karnataka,26.2,20.2,23.2,45.8,70.3,18.8,80,Satisfactory,995.1,31.4
7/7/2025,Bengaluru,Karnataka,33.0,25.5,29.2,87.0,1.9,21.5,84,Satisfactory,1018.7,90.2
7/8/2025,Bengaluru,Karnataka,44.7,33.6,39.1,62.8,0.0,18.9,55,Satisfactory,1007.2,99.7
7/9/2025,Bengaluru,Karnataka,40.5,27.3,33.9,49.6,0.0,12.8,209,Poor,1000.7,34.5
7/10/2025,Bengaluru,Karnataka,38.5,25.0,31.8,30.9,0.0,15.1,296,Poor,994.0,11.9
7/11/2025,Bengaluru,Karnataka,37.6,22.8,30.2,81.1,0.0,12.2,166,Moderate,1020.6,7.6
7/12/2025,Bengaluru,Karnataka,37.5,23.8,30.7,49.4,0.0,20.9,117,Moderate,1012.2,5.2
7/13/2025,Bengaluru,Karnataka,38.4,25.1,31.7,77.7,0.0,3.2,261,Poor,1002.1,35.1
7/14/2025,Bengaluru,Karnataka,38.4,23.5,30.9,52.9,6.9,20.1,346,Very Poor,1015.4,16.3
7/15/2025,Bengaluru,Karnataka,27.6,20.0,23.8,74.8,0.0,14.3,92,Satisfactory,1013.9,78.9
7/16/2025,Bengaluru,Karnataka,43.4,37.5,40.5,37.6,0.0,6.4,187,Moderate,1006.8,28.6
7/17/2025,Bengaluru,Karnataka,43.0,32.8,37.9,47.4,0.0,20.8,336,Very Poor,991.1,22.4
7/18/2025,Bengaluru,Karnataka,28.2,23.0,25.6,38.8,0.0,20.5,65,Satisfactory,1019.9,82.0
7/19/2025,Bengaluru,Karnataka,26.9,18.8,22.9,31.7,0.0,16.2,203,Poor,991.6,52.9
7/20/2025,Bengaluru,Karnataka,39.3,28.1,33.7,46.8,0.0,24.8,327,Very Poor,1000.5,51.7
7/21/2025,Bengaluru,Karnataka,39.4,25.1,32.2,82.8,0.0,14.3,114,Moderate,991.6,69.1
7/22/2025,Bengaluru,Karnataka,33.1,24.9,29.0,49.8,8.4,8.5,104,Moderate,1018.0,8.5
7/23/2025,Bengaluru,Karnataka,41.5,27.1,34.3,44.9,0.0,18.8,150,Moderate,995.1,13.8
7/24/2025,Bengaluru,Karnataka,42.5,31.1,36.8,36.8,0.0,12.7,112,Moderate,1011.9,68.2
7/25/2025,Bengaluru,Karnataka,35.1,21.3,28.2,47.5,19.3,8.2,114,Moderate,1016.5,47.7
7/26/2025,Bengaluru,Karnataka,41.8,33.9,37.9,52.5,0.0,11.7,331,Very Poor,992.1,92.1
7/27/2025,Bengaluru,Karnataka,29.2,19.5,24.3,38.7,0.0,22.1,170,Moderate,1015.6,19.2
7/28/2025,Bengaluru,Karnataka,32.7,24.9,28.8,55.9,0.0,22.4,303,Very Poor,1015.6,73.9
7/29/2025,Bengaluru,Karnataka,27.6,15.2,21.4,83.2,0.0,5.5,204,Poor,1009.7,75.2
7/30/2025,Bengaluru,Karnataka,33.8,21.3,27.6,76.7,2.7,20.7,207,Poor,1024.9,6.8
7/31/2025,Bengaluru,Karnataka,36.9,23.1,30.0,35.5,2.4,13.1,291,Poor,1002.2,20.0
8/1/2025,Bengaluru,Karnataka,31.0,22.6,26.8,67.6,0.0,24.8,198,Moderate,993.8,22.8
8/2/2025,Bengaluru,Karnataka,28.1,19.0,23.6,40.1,0.0,3.9,338,Very Poor,1022.2,64.3
8/3/2025,Bengaluru,Karnataka,39.3,27.2,33.3,57.4,0.0,20.5,224,Poor,1015.9,30.8
8/4/2025,Bengaluru,Karnataka,25.9,18.7,22.3,61.7,0.0,3.7,244,Poor,991.3,87.0
8/5/2025,Bengaluru,Karnataka,34.5,28.8,31.7,65.9,0.0,17.9,77,Satisfactory,1009.7,21.6
8/6/2025,Bengaluru,Karnataka,27.3,15.5,21.4,37.9,0.0,12.8,93,Satisfactory,1021.4,69.6
8/7/2025,Bengaluru,Karnataka,44.7,38.4,41.5,71.4,0.0,5.1,259,Poor,991.3,20.5
8/8/2025,Bengaluru,Karnataka,28.3,15.8,22.1,66.1,7.8,7.7,310,Very Poor,1015.2,85.2
8/9/2025,Bengaluru,Karnataka,40.3,31.1,35.7,81.7,0.0,9.7,280,Poor,1018.4,64.4
8/10/2025,Bengaluru,Karnataka,32.3,24.8,28.6,74.5,0.0,2.7,298,Poor,997.7,62.6
8/11/2025,Bengaluru,Karnataka,43.1,36.7,39.9,46.9,0.0,7.8,254,Poor,994.8,89.8
8/12/2025,Bengaluru,Karnataka,32.3,27.1,29.7,77.5,6.1,9.1,290,Poor,998.5,75.4
8/13/2025,Bengaluru,Karnataka,33.4,27.3,30.3,45.0,0.0,23.7,277,Poor,1017.1,39.4
8/14/2025,Bengaluru,Karnataka,45.0,36.9,40.9,76.7,0.0,15.9,93,Satisfactory,998.3,85.9
8/15/2025,Bengaluru,Karnataka,45.0,38.9,41.9,69.5,0.0,3.3,202,Poor,1024.9,98.2
8/16/2025,Bengaluru,Karnataka,27.6,18.9,23.3,39.5,0.0,24.0,134,Moderate,1002.6,18.1
8/17/2025,Bengaluru,Karnataka,27.5,15.1,21.3,42.2,0.0,16.9,212,Poor,1019.8,30.8
8/18/2025,Bengaluru,Karnataka,26.6,15.4,21.0,35.0,31.4,18.3,45,Good,990.1,32.0
8/19/2025,Bengaluru,Karnataka,37.6,23.6,30.6,49.1,9.5,8.3,179,Moderate,992.6,82.2
8/20/2025,Bengaluru,Karnataka,31.5,24.2,27.9,47.8,0.0,6.9,256,Poor,990.3,9.5
8/21/2025,Bengaluru,Karnataka,36.1,30.6,33.4,60.4,0.0,20.9,83,Satisfactory,1015.7,90.2
8/22/2025,Bengaluru,Karnataka,38.0,26.4,32.2,35.0,0.0,17.2,52,Satisfactory,1018.1,84.0
8/23/2025,Bengaluru,Karnataka,26.7,17.0,21.9,41.1,45.5,17.7,165,Moderate,999.8,41.3
8/24/2025,Bengaluru,Karnataka,35.7,27.4,31.5,52.3,0.0,15.3,138,Moderate,990.7,62.0
8/25/2025,Bengaluru,Karnataka,33.0,26.0,29.5,36.4,26.7,7.7,59,Satisfactory,1006.8,48.5
8/26/2025,Bengaluru,Karnataka,35.7,30.5,33.1,60.3,17.6,16.7,168,Moderate,1012.6,43.4
8/27/2025,Bengaluru,Karnataka,29.8,19.8,24.8,73.0,0.0,17.2,122,Moderate,1021.1,68.6
8/28/2025,Bengaluru,Karnataka,32.7,19.0,25.9,72.2,0.0,7.4,279,Poor,1014.3,58.5
8/29/2025,Bengaluru,Karnataka,30.2,18.9,24.5,54.7,2.1,22.4,307,Very Poor,1009.4,31.5
8/30/2025,Bengaluru,Karnataka,30.6,23.3,26.9,38.1,0.0,19.9,309,Very Poor,1022.2,24.4
8/31/2025,Bengaluru,Karnataka,39.9,28.5,34.2,94.5,0.0,12.7,144,Moderate,1019.6,48.6
9/1/2025,Bengaluru,Karnataka,37.2,31.7,34.5,55.2,0.0,3.6,130,Moderate,1011.2,94.0
9/2/2025,Bengaluru,Karnataka,43.3,34.7,39.0,46.9,0.8,24.5,317,Very Poor,1008.2,74.8
9/3/2025,Bengaluru,Karnataka,43.3,35.3,39.3,35.4,5.7,14.5,185,Moderate,1003.9,5.4
9/4/2025,Bengaluru,Karnataka,27.3,17.9,22.6,35.0,47.1,24.3,183,Moderate,999.1,60.3
9/5/2025,Bengaluru,Karnataka,40.2,27.2,33.7,38.1,17.4,17.7,121,Moderate,990.7,50.2
9/6/2025,Bengaluru,Karnataka,43.3,37.0,40.2,70.0,0.0,11.8,300,Poor,1002.7,77.7
9/7/2025,Bengaluru,Karnataka,38.7,25.8,32.3,33.2,0.0,7.8,322,Very Poor,1003.0,95.0
9/8/2025,Bengaluru,Karnataka,38.1,30.3,34.2,91.8,0.0,21.2,192,Moderate,1022.3,22.8
9/9/2025,Bengaluru,Karnataka,38.8,28.5,33.6,45.5,64.8,23.9,46,Good,1016.2,10.2
9/10/2025,Bengaluru,Karnataka,31.5,18.7,25.1,78.7,7.0,16.5,224,Poor,990.1,54.0
9/11/2025,Bengaluru,Karnataka,36.1,25.6,30.9,31.3,0.0,20.3,325,Very Poor,1008.7,32.1
9/12/2025,Bengaluru,Karnataka,34.3,24.5,29.4,49.4,0.0,17.0,308,Very Poor,992.6,61.8
9/13/2025,Bengaluru,Karnataka,31.1,18.3,24.7,85.9,0.0,21.2,207,Poor,1001.1,41.6
9/14/2025,Bengaluru,Karnataka,34.1,26.3,30.2,88.7,0.6,22.4,118,Moderate,1020.7,97.8
9/15/2025,Bengaluru,Karnataka,42.8,37.1,40.0,89.9,8.7,3.7,206,Poor,994.7,40.1
9/16/2025,Bengaluru,Karnataka,34.3,20.9,27.6,69.5,0.0,21.2,43,Good,1020.4,97.1
9/17/2025,Bengaluru,Karnataka,29.5,16.1,22.8,61.2,0.0,5.2,337,Very Poor,999.8,36.7
9/18/2025,Bengaluru,Karnataka,35.6,28.0,31.8,56.5,0.0,18.1,166,Moderate,1023.3,52.0
9/19/2025,Bengaluru,Karnataka,30.1,18.4,24.3,61.1,0.0,7.0,216,Poor,1021.3,8.9
9/20/2025,Bengaluru,Karnataka,41.8,27.8,34.8,49.3,0.0,9.0,214,Poor,999.2,26.1
9/21/2025,Bengaluru,Karnataka,32.0,19.0,25.5,77.8,69.4,12.4,269,Poor,991.4,53.4
9/22/2025,Bengaluru,Karnataka,34.4,27.4,30.9,84.7,5.1,11.9,160,Moderate,1011.6,21.1
9/23/2025,Bengaluru,Karnataka,40.7,27.5,34.1,33.7,4.9,9.2,199,Moderate,1017.1,11.2
9/24/2025,Bengaluru,Karnataka,44.4,37.8,41.1,86.2,0.0,13.6,318,Very Poor,993.7,92.6
9/25/2025,Bengaluru,Karnataka,41.7,27.5,34.6,80.8,0.0,3.6,132,Moderate,1019.3,95.5
9/26/2025,Bengaluru,Karnataka,32.6,22.7,27.7,30.7,0.0,14.1,216,Poor,1023.9,30.5
9/27/2025,Bengaluru,Karnataka,43.0,37.4,40.2,71.2,0.0,16.9,271,Poor,996.5,35.5
9/28/2025,Bengaluru,Karnataka,30.1,22.8,26.4,50.8,0.0,11.8,332,Very Poor,1019.6,14.6
9/29/2025,Bengaluru,Karnataka,26.9,13.8,20.4,83.6,0.0,23.2,237,Poor,999.4,22.3
9/30/2025,Bengaluru,Karnataka,33.4,22.7,28.0,75.7,0.0,18.5,203,Poor,992.4,52.7
10/1/2025,Bengaluru,Karnataka,43.7,35.5,39.6,78.2,3.0,3.3,198,Moderate,1001.6,79.1
10/2/2025,Bengaluru,Karnataka,34.1,23.7,28.9,47.6,0.0,5.1,92,Satisfactory,1013.6,23.0
10/3/2025,Bengaluru,Karnataka,39.7,30.3,35.0,33.5,2.9,5.1,230,Poor,1000.0,12.9
10/4/2025,Bengaluru,Karnataka,43.8,37.6,40.7,91.9,0.0,17.4,210,Poor,1018.6,58.0
10/5/2025,Bengaluru,Karnataka,44.2,30.7,37.5,82.2,72.3,23.3,108,Moderate,1022.7,33.3
10/6/2025,Bengaluru,Karnataka,27.0,17.4,22.2,31.8,0.0,14.7,347,Very Poor,995.5,6.5
10/7/2025,Bengaluru,Karnataka,42.9,31.0,37.0,69.7,5.3,18.7,298,Poor,990.4,39.8
10/8/2025,Bengaluru,Karnataka,38.0,23.4,30.7,49.8,8.5,18.3,328,Very Poor,1006.8,70.2
10/9/2025,Bengaluru,Karnataka,30.0,22.5,26.2,86.2,0.0,3.7,99,Satisfactory,990.5,20.2
10/10/2025,Bengaluru,Karnataka,30.2,24.6,27.4,66.6,0.0,23.5,299,Poor,1000.7,13.8
10/11/2025,Bengaluru,Karnataka,27.3,20.8,24.0,68.4,0.0,20.1,342,Very Poor,1022.5,36.7
10/12/2025,Bengaluru,Karnataka,28.5,20.9,24.7,58.9,8.5,11.1,224,Poor,1018.2,24.0
10/13/2025,Bengaluru,Karnataka,38.4,30.9,34.7,90.2,0.0,8.5,304,Very Poor,1008.6,39.8
10/14/2025,Bengaluru,Karnataka,34.9,25.0,29.9,81.6,4.0,22.9,175,Moderate,991.6,86.7
10/15/2025,Bengaluru,Karnataka,35.6,25.2,30.4,93.7,4.4,20.8,199,Moderate,1007.6,70.7
10/16/2025,Bengaluru,Karnataka,27.1,14.1,20.6,60.0,0.4,18.9,131,Moderate,996.6,8.6
10/17/2025,Bengaluru,Karnataka,44.4,33.3,38.9,82.0,0.0,3.6,215,Poor,1009.0,18.6
10/18/2025,Bengaluru,Karnataka,39.2,29.4,34.3,89.8,15.0,5.4,269,Poor,1017.5,55.1
10/19/2025,Bengaluru,Karnataka,31.9,21.0,26.4,54.3,4.9,10.4,340,Very Poor,1005.0,59.7
10/20/2025,Bengaluru,Karnataka,25.8,12.7,19.2,79.3,0.0,8.7,197,Moderate,993.8,82.8
10/21/2025,Bengaluru,Karnataka,38.5,26.3,32.4,55.5,0.0,9.0,79,Satisfactory,993.5,37.2
10/22/2025,Bengaluru,Karnataka,40.1,28.2,34.1,58.1,0.0,22.6,256,Poor,995.0,39.1
10/23/2025,Bengaluru,Karnataka,29.6,17.8,23.7,51.7,0.0,19.5,74,Satisfactory,993.6,70.0
10/24/2025,Bengaluru,Karnataka,42.6,30.3,36.5,37.0,0.0,13.4,74,Satisfactory,1021.2,90.9
10/25/2025,Bengaluru,Karnataka,31.6,25.4,28.5,43.9,0.0,21.2,282,Poor,1007.0,80.5
10/26/2025,Bengaluru,Karnataka,27.4,16.3,21.9,45.5,0.0,2.5,268,Poor,1021.3,55.9
10/27/2025,Bengaluru,Karnataka,27.8,14.6,21.2,78.8,35.7,16.6,236,Poor,1000.0,81.6
10/28/2025,Bengaluru,Karnataka,38.5,32.0,35.3,82.6,0.0,17.0,286,Poor,991.8,75.5
10/29/2025,Bengaluru,Karnataka,32.3,26.4,29.4,36.3,0.0,12.4,307,Very Poor,1003.6,71.0
10/30/2025,Bengaluru,Karnataka,32.1,22.6,27.4,52.8,1.6,24.3,98,Satisfactory,1005.9,99.7
10/31/2025,Bengaluru,Karnataka,44.9,33.1,39.0,89.2,0.0,11.3,250,Poor,997.1,87.8
11/1/2025,Bengaluru,Karnataka,30.9,19.9,25.4,67.2,0.0,22.2,200,Moderate,997.2,88.6
11/2/2025,Bengaluru,Karnataka,34.8,20.5,27.6,50.3,0.5,22.9,86,Satisfactory,994.1,54.7
11/3/2025,Bengaluru,Karnataka,29.0,24.0,26.5,50.5,0.0,23.1,88,Satisfactory,1019.5,23.3
11/4/2025,Bengaluru,Karnataka,25.8,11.6,18.7,43.1,0.0,16.6,148,Moderate,1013.1,71.4
11/5/2025,Bengaluru,Karnataka,31.2,16.5,23.9,61.1,0.0,6.5,122,Moderate,993.4,74.7
11/6/2025,Bengaluru,Karnataka,31.7,24.6,28.2,51.0,0.0,16.3,226,Poor,1023.0,95.5
11/7/2025,Bengaluru,Karnataka,25.7,11.0,18.3,50.6,3.2,5.7,311,Very Poor,998.9,96.3
11/8/2025,Bengaluru,Karnataka,34.1,21.2,27.7,84.9,4.2,10.7,208,Poor,1004.2,17.9
11/9/2025,Bengaluru,Karnataka,33.2,19.6,26.4,40.9,6.0,24.6,230,Poor,990.1,89.0
11/10/2025,Bengaluru,Karnataka,43.8,37.7,40.8,45.6,0.0,21.8,256,Poor,1023.3,11.7
11/11/2025,Bengaluru,Karnataka,35.3,22.5,28.9,41.8,0.0,21.6,204,Poor,1005.1,75.2
11/12/2025,Bengaluru,Karnataka,33.8,19.2,26.5,34.8,5.0,2.7,68,Satisfactory,1005.9,42.5
11/13/2025,Bengaluru,Karnataka,44.4,33.3,38.9,49.3,0.0,22.9,283,Poor,1020.4,18.9
11/14/2025,Bengaluru,Karnataka,28.9,16.7,22.8,41.9,61.9,22.2,108,Moderate,1009.2,19.5
11/15/2025,Bengaluru,Karnataka,31.4,19.1,25.2,91.2,8.9,24.9,321,Very Poor,1000.3,65.3
11/16/2025,Bengaluru,Karnataka,33.5,19.4,26.5,66.2,0.0,19.4,212,Poor,992.4,73.6
11/17/2025,Bengaluru,Karnataka,40.1,32.9,36.5,38.9,16.5,21.6,116,Moderate,993.2,69.4
11/18/2025,Bengaluru,Karnataka,27.1,14.1,20.6,73.3,5.3,23.8,326,Very Poor,997.0,47.0
11/19/2025,Bengaluru,Karnataka,37.8,32.2,35.0,94.4,0.0,5.8,254,Poor,999.5,80.9
11/20/2025,Bengaluru,Karnataka,44.6,32.1,38.3,53.3,0.0,5.4,130,Moderate,1022.2,58.2
11/21/2025,Bengaluru,Karnataka,32.7,21.9,27.3,59.4,0.0,4.5,130,Moderate,1006.5,65.0
11/22/2025,Bengaluru,Karnataka,34.1,21.9,28.0,34.7,0.0,19.4,189,Moderate,1006.7,10.7
11/23/2025,Bengaluru,Karnataka,28.1,15.5,21.8,67.8,2.2,2.8,158,Moderate,996.9,89.7
11/24/2025,Bengaluru,Karnataka,44.8,36.1,40.4,44.1,8.4,13.3,148,Moderate,1012.5,8.4
